NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,SUM(QTEPRD)
GOULETTE,SSP SUPER SANS PLOMB,EL KSOUR,19-Sep,LE KEF,EL KSOUR,20024.868,1668.739,12
GOULETTE,SSP SUPER SANS PLOMB,SOUSSE REPUB,19-Sep,SOUSSE,SOUSSE,88443.167,1668.739,53
GOULETTE,GAZOIL SANS SOUFRE,BOUARADA,19-Sep,SILIANA,BOUARADA,26435.748,1555.044,17
GOULETTE,GAZOIL SANS SOUFRE,DJEBEL JELLOUD,19-Sep,TUNIS,JEBEL JELLOUD,40431.144,1555.044,26
GOULETTE,SSP SUPER SANS PLOMB,BALTA,19-Sep,JENDOUBA,BALTA,10012.434,1668.739,6
SKHIRA,SSP SUPER SANS PLOMB,EL AOUINA,19-Sep,TUNIS,EL AOUINA,51730.909,1668.739,31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,GOULETTE,19-Aug,TUNIS,LA GOULETTE,16687.39,1668.739,10
SKHIRA,SSP SUPER SANS PLOMB,EL MRAZKA,19-Aug,NABEUL,HAMMAMET,18356.129,1668.739,11
GOULETTE,SSP SUPER SANS PLOMB,BARGOU,19-Sep,SILIANA,BARGOU,13349.912,1668.739,8
GOULETTE,GASOIL,CITE EL HABIB - SFAX GPL,19-Sep,SFAX,SFAX,9316.811,1330.973,7
GOULETTE,GAZOIL SANS SOUFRE,EL ALA,19-Sep,KAIROUAN,EL ALA,15550.44,1555.044,10
SKHIRA,APS AGILIX PREMIUM ESS.,NABEUL,19-Sep,NABEUL,NABEUL,5464.536,1821.512,3
GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,19-Sep,BEJA,AMDOUN,13349.912,1668.739,8
GOULETTE,SSP SUPER SANS PLOMB,BEL AOUM,19-Sep,SOUSSE,BEL OUM,11681.173,1668.739,7
GOULETTE,GAZOIL SANS SOUFRE,SIDI BENNOUR,19-Sep,MONASTIR,SIDI BEN NOUR,9330.264,1555.044,6
ZARZIS,SSP SUPER SANS PLOMB,TOZEUR ,19-Sep,TOZEUR,TOZEUR,5006.217,1668.739,3
ZARZIS,GAZOIL SANS SOUFRE,KEBILI,19-Sep,KEBILI,KEBILI,6220.176,1555.044,4
GOULETTE,GASOIL,S. KHELIFA pk72 ,19-Nov,SOUSSE,SIDI KHLIFA,322095.466,1330.973,242
ZARZIS,GAZOIL SANS SOUFRE,GABES GP1,19-Sep,GABES,GABES,10885.308,1555.044,7
GOULETTE,APS AGILIX PREMIUM ESS.,GRIAAT N. PK29,19-Nov,BEJA,MEDJEZ EL BAB,21858.144,1821.512,12
ZARZIS,GAZOIL SANS SOUFRE,SIDI BOUZID,19-Sep,SIDI BOUZID,SIDI BOUZID,7775.22,1555.044,5
SKHIRA,APS AGILIX PREMIUM ESS.,ENTREE SUD,19-Sep,TUNIS,KABARIA,7286.048,1821.512,4
ZARZIS,SSP SUPER SANS PLOMB,EL BDERNA,19-Sep,SFAX,EL BDARNA,8343.695,1668.739,5
ZARZIS,SSP SUPER SANS PLOMB,PORT DE SFAX,19-Sep,SFAX,SFAX,6674.956,1668.739,4
GOULETTE,APG AGILIX PREMIUM GAS.,S. LAHED .S,19-Nov,SOUSSE,SOUSSE,8535.4,1707.08,5
ZARZIS,SSP SUPER SANS PLOMB,GABES VILLE,19-Sep,GABES,GABES,5006.217,1668.739,3
SKHIRA,GASOIL,M.BOUZAIENE,19-Oct,SIDI BOUZID,MENZEL BOUZAIENE,46584.055,1330.973,35
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KONDAR,19-Jul,SOUSSE,KONDAR,5006.217,1668.739,3
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,EL FAHS,19-Jul,ZAGHOUAN,EL FAHS,6220.176,1555.044,4
GOULETTE,APG AGILIX PREMIUM GAS.,GRIAAT N. PK29,19-Oct,BEJA,MEDJEZ EL BAB,17070.8,1707.08,10
SKHIRA,SSP SUPER SANS PLOMB,SOUK JEDID,19-Oct,SIDI BOUZID,SOUK DJEDID,35043.519,1668.739,21
SKHIRA,GAZOIL SANS SOUFRE,SOUK JEDID,19-Oct,SIDI BOUZID,SOUK DJEDID,21770.616,1555.044,14
SKHIRA,GAZOIL SANS SOUFRE,TOZEUR VILLE,19-Oct,TOZEUR,TOZEUR,88637.508,1555.044,57
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,M. BOURGUIBA,19-Nov,BIZERTE,MENZEL BOURGUIBA,97884.584,1747.939,56
SKHIRA,SSP SUPER SANS PLOMB,SIDI BOUZID,19-Oct,SIDI BOUZID,SIDI BOUZID,211929.853,1668.739,127
BIZERTE CARBURANT,GASOIL,GAMMARTH,19-Jul,TUNIS,GAMMARTH,18633.622,1330.973,14
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BORJ EL AMRI,19-Jul,MANOUBA,BORJ EL AMRI,18356.129,1668.739,11
SKHIRA,GAZOIL SANS SOUFRE,OUEDHREF,19-Oct,GABES,OUEDHREF,23325.66,1555.044,15
SKHIRA,SSP SUPER SANS PLOMB,KERKENNAH,19-Oct,SFAX,KERKENAH,230285.982,1668.739,138
SKHIRA,GASOIL,GAFSA,19-Oct,GAFSA,GAFSA,238244.167,1330.973,179
SKHIRA,SSP SUPER SANS PLOMB,REJICHE,19-Oct,MAHDIA,REJICHE,98455.601,1668.739,59
SKHIRA,SSP SUPER SANS PLOMB,HAJEB EL AYOUN,19-Oct,KAIROUAN,HAJEB EL AYOUN,73424.516,1668.739,44
SKHIRA,GASOIL,C.O. ASKAR,19-Oct,SIDI BOUZID,CABELET OUELED ASKER,82520.326,1330.973,62
SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,19-Oct,KAIROUAN,SIDI AMOR BOUHAJLA,11681.173,1668.739,7
SKHIRA,GASOIL,FOUSSANA,19-Oct,KASSERINE,FOUSSANA,74534.488,1330.973,56
SKHIRA,GAZOIL SANS SOUFRE,TATAOUINE,19-Oct,TATAOUINE,TATAOUINE,32655.924,1555.044,21
GOULETTE,APS AGILIX PREMIUM ESS.,SOUSSE MED  ALI,19-Oct,SOUSSE,SOUSSE,7286.048,1821.512,4
GOULETTE,SSP SUPER SANS PLOMB,HAMMAM LIF,19-Nov,BEN AROUS,HAMMAM-LIF,161867.683,1668.739,97
GOULETTE,GASOIL,M. SALEM,19-Nov,NABEUL,EL HAOUARIA,224934.437,1330.973,169
SKHIRA,APG AGILIX PREMIUM GAS.,GABES GP1,19-Oct,GABES,GABES,6828.32,1707.08,4
GOULETTE,SSP SUPER SANS PLOMB,KSAR SAID,19-Nov,TUNIS,KSAR SAID,388816.187,1668.739,233
GOULETTE,APG AGILIX PREMIUM GAS.,GRIAAT N. PK29,19-Nov,BEJA,MEDJEZ EL BAB,5121.24,1707.08,3
SKHIRA,GASOIL,HASSI AMOR,19-Oct,MEDENINE,HASSI AMOR,21295.568,1330.973,16
SKHIRA,GASOIL,BIR LAHMAR,19-Oct,TATAOUINE,BIR LAHMAR,27950.433,1330.973,21
GOULETTE,SSP SUPER SANS PLOMB,MNIHLA,19-Nov,ARIANA,M'NIHLA,226948.504,1668.739,136
GOULETTE,GASOIL,BOUARADA,19-Nov,SILIANA,BOUARADA,191660.112,1330.973,144
GOULETTE,GASOIL,H.ZRIBA,19-Nov,ZAGHOUAN,HAMMAM ZRIBA,493048.983,1328.973,371
GOULETTE,SSP SUPER SANS PLOMB,SOUSSE REPUB,19-Nov,SOUSSE,SOUSSE,135167.859,1668.739,81
GOULETTE,GAZOIL SANS SOUFRE,KAIROUAN,19-Nov,KAIROUAN,KAIROUAN,79307.244,1555.044,51
GOULETTE,SSP SUPER SANS PLOMB,BEMBLA,19-Dec,MONASTIR,BEMBLA,108468.035,1668.739,65
GOULETTE,GASOIL,BORJ CEDRIA,19-Nov,BEN AROUS,BORJ CEDRIA,194322.058,1330.973,146
GOULETTE,GAZOIL SANS SOUFRE,BORJ CEDRIA,19-Nov,BEN AROUS,BORJ CEDRIA,73087.068,1555.044,47
GOULETTE,SSP SUPER SANS PLOMB,HAFFOUZ,19-Nov,KAIROUAN,HAFFOUZ,48393.431,1668.739,29
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,S. LAHED .S,19-Oct,SOUSSE,SOUSSE,6220.176,1555.044,4
GOULETTE,GAZOIL SANS SOUFRE,GOULETTE,19-Nov,TUNIS,LA GOULETTE,87082.464,1555.044,56
GOULETTE,GAZOIL SANS SOUFRE,BARGOU,19-Nov,SILIANA,BARGOU,10885.308,1555.044,7
GOULETTE,APG AGILIX PREMIUM GAS.,ARIANA,19-Dec,ARIANA,ARIANA,18777.88,1707.08,11
GOULETTE,GASOIL,KSAR SAID,19-Dec,TUNIS,KSAR SAID,304792.817,1330.973,229
GOULETTE,SSP SUPER SANS PLOMB,KSAR HELAL,19-Nov,MONASTIR,KSAR HELLAL,155192.727,1668.739,93
ZARZIS,GASOIL,MEDNINE,19-Nov,MEDENINE,MEDENINE,125111.462,1330.973,94
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,LE KEF,19-Nov,LE KEF,LE KEF,9330.264,1555.044,6
SKHIRA,GAZOIL SANS SOUFRE,EL KANTRA,19-Oct,MEDENINE,EL KANTRA,7775.22,1555.044,5
GOULETTE,SSP SUPER SANS PLOMB,JENDOUBA VILLE,19-Nov,JENDOUBA,JENDOUBA,126824.164,1668.739,76
GOULETTE,GASOIL,ENNADHOUR,19-Nov,ZAGHOUAN,NADOUR,240906.113,1330.973,181
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,TABARKA,19-Nov,JENDOUBA,TABARKA,18660.528,1555.044,12
GOULETTE,GAZOIL SANS SOUFRE,KERKER,19-Nov,MAHDIA,KERKER,29545.836,1555.044,19
GOULETTE,GAZOIL SANS SOUFRE,ENTREE SUD,19-Nov,TUNIS,KABARIA,111963.168,1555.044,72
GOULETTE,SSP SUPER SANS PLOMB,BALTA,19-Dec,JENDOUBA,BALTA,10012.434,1668.739,6
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,19-Dec,NABEUL,EL HAOUARIA,121817.947,1668.739,73
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KSAR HELAL,19-Nov,MONASTIR,KSAR HELLAL,18660.528,1555.044,12
GOULETTE,GAZOIL SANS SOUFRE,KORBA,19-Dec,NABEUL,KORBA,107298.036,1555.044,69
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,TOZOGHRANE,19-Nov,NABEUL,TOZGRANE,10885.308,1555.044,7
GOULETTE,SSP SUPER SANS PLOMB,EL MRAZKA,19-Dec,NABEUL,HAMMAMET,253648.328,1668.739,152
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,ZARZOUNA,19-Dec,BIZERTE,ZARZOUNA,73087.068,1555.044,47
SKHIRA,GASOIL,M. CHAKER,19-Nov,SFAX,MENZEL CHAKER,125111.462,1330.973,94
SKHIRA,SSP SUPER SANS PLOMB,REGUEB,19-Nov,SIDI BOUZID,ERREGUEB,38380.997,1668.739,23
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF 2,19-Nov,MAHDIA,KSOUR ESSAF,118480.469,1668.739,71
SKHIRA,GASOIL,MENZEL M'HIRI,19-Nov,KAIROUAN,MENZEL M'HIRI,93168.11,1330.973,70
SKHIRA,GASOIL,C.O. ASKAR,19-Nov,SIDI BOUZID,CABELET OUELED ASKER,57231.839,1330.973,43
SKHIRA,GAZOIL SANS SOUFRE,M. HACHED,19-Nov,MAHDIA,MENZEL HACHED,15550.44,1555.044,10
SKHIRA,GAZOIL SANS SOUFRE,NAFTA,19-Nov,TOZEUR,NEFTA,40431.144,1555.044,26
SKHIRA,SSP SUPER SANS PLOMB,SFAX  PIC VILLE,19-Nov,SFAX,SFAX,213248.558,1747.939,122
SKHIRA,GAZOIL SANS SOUFRE,MARETH,19-Nov,GABES,MARETH,46651.32,1555.044,30
SKHIRA,SSP SUPER SANS PLOMB,SFAX TENIOUR,19-Nov,SFAX,SFAX,270335.718,1668.739,162
GOULETTE,GAZOIL SANS SOUFRE,BORJ EL AMRI,19-Dec,MANOUBA,BORJ EL AMRI,69976.98,1555.044,45
GOULETTE,APG AGILIX PREMIUM GAS.,GRIAAT N. PK29,19-Dec,BEJA,MEDJEZ EL BAB,10242.48,1707.08,6
GOULETTE,GAZOIL SANS SOUFRE,EL ALA,19-Dec,KAIROUAN,EL ALA,18660.528,1555.044,12
GOULETTE,SSP SUPER SANS PLOMB,ZARZOUNA,19-Dec,BIZERTE,ZARZOUNA,15018.651,1668.739,9
GOULETTE,GAZOIL SANS SOUFRE,ZARZOUNA,19-Dec,BIZERTE,ZARZOUNA,7775.22,1555.044,5
GOULETTE,GASOIL,BIR EL KASSA,19-Dec,BEN AROUS,BIR EL KASSAA,411270.657,1330.973,309
GOULETTE,GAZOIL SANS SOUFRE,HAFFOUZ,19-Dec,KAIROUAN,HAFFOUZ,6220.176,1555.044,4
SKHIRA,GAZOIL SANS SOUFRE,KETTANA,19-Nov,GABES,KETTANA,17105.484,1555.044,11
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,M. SALEM,19-Nov,NABEUL,EL HAOUARIA,7775.22,1555.044,5
GOULETTE,GAZOIL SANS SOUFRE,AV.BOUGATFA,19-Dec,TUNIS,LE BARDO,68421.936,1555.044,44
SKHIRA,GAZOIL SANS SOUFRE,EL HANCHA,19-Nov,SFAX,HENCHA,3110.088,1555.044,2
SKHIRA,GASOIL,GAFSA Rte DE TOZ.,19-Dec,GAFSA,GAFSA,137090.219,1330.973,103
GOULETTE,SSP SUPER SANS PLOMB,EL FAOUR,19-Sep,KEBILI,ELFAOUAR,6674.956,1668.739,4
SKHIRA,GASOIL,SOUK JEDID,19-Dec,SIDI BOUZID,SOUK DJEDID,119787.57,1330.973,90
GOULETTE,GASOIL,AV DE CARTHAGE,19-Dec,TUNIS,TUNIS VILLE,107808.813,1330.973,81
GOULETTE,GAZOIL SANS SOUFRE,ENNADHOUR,19-Dec,ZAGHOUAN,NADOUR,24880.704,1555.044,16
SKHIRA,SSP SUPER SANS PLOMB,MENZEL M'HIRI,19-Dec,KAIROUAN,MENZEL M'HIRI,28368.563,1668.739,17
GOULETTE,GAZOIL SANS SOUFRE,BENI KHALLED,19-Dec,NABEUL,BENI-KHALED,38876.1,1555.044,25
GOULETTE,SSP SUPER SANS PLOMB,EL KSOUR,19-Dec,LE KEF,EL KSOUR,15018.651,1668.739,9
GOULETTE,GAZOIL SANS SOUFRE,GRIAAT S. PK29,19-Dec,BEJA,MEDJEZ EL BAB,68421.936,1555.044,44
GOULETTE,SSP SUPER SANS PLOMB,DAR ALLOUCHE,19-Dec,NABEUL,DAR ALLOUCHE,21693.607,1668.739,13
GOULETTE,GASOIL,PORT DE RADES,19-Dec,BEN AROUS,RADES,25288.487,1330.973,19
SKHIRA,SSP SUPER SANS PLOMB,CITE EL MOEZ  SFAX,19-Dec,SFAX,SFAX,106799.296,1668.739,64
SKHIRA,GAZOIL SANS SOUFRE,KSOUR ESSEF,19-Nov,MAHDIA,KSOUR ESSAF,6220.176,1555.044,4
ZARZIS,GAZOIL SANS SOUFRE,HASSI AMOR,19-Dec,MEDENINE,HASSI AMOR,3110.088,1555.044,2
SKHIRA,GASOIL,SIDGHEYNE,19-Nov,MEDENINE,HOUMT SOUK,13309.73,1330.973,10
SKHIRA,GAZOIL SANS SOUFRE,GAFSA Rte DE TOZ.,19-Dec,GAFSA,GAFSA,37321.056,1555.044,24
ZARZIS,GAZOIL SANS SOUFRE,ZARZIS,19-Dec,MEDENINE,ZARZIS,7775.22,1555.044,5
SKHIRA,SSP SUPER SANS PLOMB,REMADA,19-Dec,TATAOUINE,REMADA,50062.17,1668.739,30
SKHIRA,SSP SUPER SANS PLOMB,EL HANCHA,19-Dec,SFAX,HENCHA,15018.651,1668.739,9
GOULETTE,GASOIL,BOUARGOUB,18-Feb,NABEUL,BOUARGOUB,95032.168,1079.911,88
SKHIRA,GASOIL 50,METLAOUI,18-Jan,GAFSA,METLAOUI,43761.498,1326.106,33
BIZERTE CARBURANT,GASOIL,KHETMINE,18-Jan,BIZERTE,KHETMINE,158746.917,1079.911,147
GOULETTE,GASOIL,MAKTHAR,18-Feb,SILIANA,MAKTHAR,3239.733,1079.911,3
GOULETTE,GASOIL,DAR ALLOUCHE,18-Feb,NABEUL,DAR ALLOUCHE,11879.021,1079.911,11
GOULETTE,SSP SUPER SANS PLOMB,SORTIE SUD Z4,18-Feb,TUNIS,TUNIS VILLE,624077.92,1451.344,430
SKHIRA,SSP SUPER SANS PLOMB,SFAX GP1,18-Jan,SFAX,SFAX,113204.832,1451.344,78
SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,18-Mar,SOUSSE,SOUSSE,380252.128,1451.344,262
ZARZIS,GASOIL,MEDNINE,18-Feb,MEDENINE,MEDENINE,101511.634,1079.911,94
GOULETTE,GASOIL,SIDI SMAIL,18-Mar,BEJA,SIDI SMAIL,106911.189,1079.911,99
GOULETTE,GASOIL,ENTREE SUD,18-Mar,TUNIS,KABARIA,265658.106,1079.911,246
GOULETTE,SSP SUPER SANS PLOMB,ENTREE SUD,18-Mar,TUNIS,KABARIA,661812.864,1451.344,456
SKHIRA,SSP SUPER SANS PLOMB,SKHIRA,18-Jan,SFAX,SKHIRA,58053.76,1451.344,40
BIZERTE CARBURANT,GASOIL 50,EL MOUROUJ,18-Feb,BEN AROUS,BIR EL KASSAA,47739.816,1326.106,36
BIZERTE CARBURANT,GASOIL 50,BOU SALEM,18-Jan,JENDOUBA,BOUSALEM,86196.89,1326.106,65
SKHIRA,GASOIL 50,SFAX GP1,18-Jan,SFAX,SFAX,46413.71,1326.106,35
BIZERTE CARBURANT,GASOIL 50,KSAR HELAL,18-Jan,MONASTIR,KSAR HELLAL,31826.544,1326.106,24
GOULETTE,GASOIL,KORBA,18-Jan,NABEUL,KORBA,215982.2,1079.911,200
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SIDI BOUSAID,18-Jan,TUNIS,SIDI BOUSAID,21770.16,1451.344,15
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ZARZOUNA,18-Jan,BIZERTE,ZARZOUNA,159647.84,1451.344,110
GOULETTE,GASOIL,BOU SALEM,18-Jan,JENDOUBA,BOUSALEM,464361.73,1079.911,430
GOULETTE,GASOIL,BARGOU,18-Jan,SILIANA,BARGOU,146867.896,1079.911,136
GOULETTE,GASOIL,EL KSOUR,18-Jan,LE KEF,EL KSOUR,75593.77,1079.911,70
SKHIRA,GASOIL,OUEDHREF,18-Jan,GABES,OUEDHREF,86392.88,1079.911,80
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,18-Jan,BEJA,GOUBELLAT,33380.912,1451.344,23
GOULETTE,GASOIL,GAMMARTH,18-Jan,TUNIS,GAMMARTH,191144.247,1079.911,177
SKHIRA,GASOIL,HAFFOUZ,18-Jan,KAIROUAN,HAFFOUZ,91792.435,1079.911,85
BIZERTE CARBURANT,GASOIL 50,ZARZOUNA,18-Jan,BIZERTE,ZARZOUNA,64979.194,1326.106,49
GOULETTE,SSP SUPER SANS PLOMB,BORJ CEDRIA,18-Jan,BEN AROUS,BORJ CEDRIA,178515.312,1451.344,123
BIZERTE CARBURANT,GASOIL 50,M. TEMIME,18-Jan,NABEUL,MENZEL TEMIME,58348.664,1326.106,44
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,18-Jan,ARIANA,RAOUED,8708.064,1451.344,6
BIZERTE CARBURANT,GASOIL 50,ARIANA,18-Jan,ARIANA,ARIANA,78240.254,1326.106,59
BIZERTE CARBURANT,GASOIL 50,TOZOGHRANE,18-Feb,NABEUL,TOZGRANE,14587.166,1326.106,11
ZARZIS,GASOIL 50,HASSI AMOR,18-Jan,MEDENINE,HASSI AMOR,35804.862,1326.106,27
GOULETTE,SSP SUPER SANS PLOMB,HAMMAM SOUSSE,18-Jan,SOUSSE,HAMMAM SOUSSE,134974.992,1451.344,93
SKHIRA,GASOIL,SIDI BOUALI,18-Jan,SOUSSE,SIDI BOU ALI,86392.88,1079.911,80
GOULETTE,GASOIL,MAAMOURA,18-Feb,NABEUL,MAAMOURA,25917.864,1079.911,24
SKHIRA,GASOIL,TOZEUR VILLE,18-Jan,TOZEUR,TOZEUR,151187.54,1079.911,140
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KORBA,18-Jan,NABEUL,KORBA,27575.536,1451.344,19
SKHIRA,GASOIL 50,M. CHAKER,18-Jan,SFAX,MENZEL CHAKER,23869.908,1326.106,18
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARGOUB,18-Jan,NABEUL,BOUARGOUB,7256.72,1451.344,5
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,18-Jan,NABEUL,EL HAOUARIA,87080.64,1451.344,60
ZARZIS,GASOIL 50,SMAR,18-Jan,TATAOUINE,SMAR,18565.484,1326.106,14
GOULETTE,GASOIL,AV. HEDI SAIDI,18-Jan,TUNIS,TUNIS VILLE,51835.728,1079.911,48
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SORTIE SUD Z4,18-Jan,TUNIS,TUNIS VILLE,101594.08,1451.344,70
GOULETTE,GASOIL,HAMMAM SOUSSE,18-Jan,SOUSSE,HAMMAM SOUSSE,126349.587,1079.911,117
ZARZIS,SSP SUPER SANS PLOMB,ZARZIS,18-Jan,MEDENINE,ZARZIS,20318.816,1451.344,14
GOULETTE,GASOIL,BOUMHEL,18-Feb,BEN AROUS,BOUMHAL,71274.126,1079.911,66
ZARZIS,GASOIL,BIR LAHMAR,18-Mar,TATAOUINE,BIR LAHMAR,96112.079,1079.911,89
ZARZIS,GASOIL 50,HASSI AMOR,18-Feb,MEDENINE,HASSI AMOR,31826.544,1326.106,24
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,M. SALEM,18-Jan,NABEUL,EL HAOUARIA,7256.72,1451.344,5
SKHIRA,SSP SUPER SANS PLOMB,S. KHELIFA pk72 ,18-Mar,SOUSSE,SIDI KHLIFA,187223.376,1451.344,129
SKHIRA,GASOIL 50,EL JEM,18-Mar,MAHDIA,EL JEM,136588.918,1326.106,103
GOULETTE,GASOIL,S.A. BOUKHTIOUA,18-Mar,ARIANA,RAOUED,334772.41,1079.911,310
SKHIRA,GASOIL,S. LAHED .S,18-Feb,SOUSSE,SOUSSE,398487.159,1079.911,369
GOULETTE,SSP SUPER SANS PLOMB,GAAFOUR,18-Feb,SILIANA,GAAFOUR,27575.536,1451.344,19
BIZERTE CARBURANT,GASOIL 50,AV.BOUGATFA,18-Mar,TUNIS,LE BARDO,59674.77,1326.106,45
BIZERTE CARBURANT,GASOIL 50,SIDI BOUZID,18-Feb,SIDI BOUZID,SIDI BOUZID,15913.272,1326.106,12
BIZERTE CARBURANT,GASOIL,SIDI SMAIL,18-Feb,BEJA,SIDI SMAIL,6479.466,1079.911,6
GOULETTE,GASOIL,AV DE CARTHAGE,18-Feb,TUNIS,TUNIS VILLE,21598.22,1079.911,20
SKHIRA,SSP SUPER SANS PLOMB,GAFSA,18-Feb,GAFSA,GAFSA,168355.904,1451.344,116
BIZERTE CARBURANT,GASOIL 50,SLOUGUIA,18-Feb,BEJA,SLOUGUIA,13261.06,1326.106,10
BIZERTE CARBURANT,GASOIL 50,SIDI SMAIL,18-Feb,BEJA,SIDI SMAIL,7956.636,1326.106,6
SKHIRA,GASOIL,JEMMAL,18-Feb,MONASTIR,JAMMEL,376888.939,1079.911,349
SKHIRA,GASOIL,SAHLOUL,18-Feb,SOUSSE,SOUSSE,163066.561,1079.911,151
SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,18-Feb,SOUSSE,SOUSSE,465881.424,1451.344,321
SKHIRA,GASOIL 50,REJICHE,18-Feb,MAHDIA,REJICHE,38457.074,1326.106,29
BIZERTE CARBURANT,GASOIL 50,GROMBALIA,18-Feb,NABEUL,GROMBALIA,18565.484,1326.106,14
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,GUEBELLAT,18-Jan,BEJA,GOUBELLAT,8708.064,1451.344,6
SKHIRA,SSP SUPER SANS PLOMB,MARETH,18-Feb,GABES,MARETH,44991.664,1451.344,31
BIZERTE CARBURANT,GASOIL 50,BEMBLA,18-Feb,MONASTIR,BEMBLA,7956.636,1326.106,6
BIZERTE CARBURANT,GASOIL 50,SOUSSE REPUB,18-Feb,SOUSSE,SOUSSE,10608.848,1326.106,8
BIZERTE CARBURANT,GASOIL 50,NABEUL,18-Feb,NABEUL,NABEUL,17239.378,1326.106,13
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,JENDOUBA VILLE,18-Jan,JENDOUBA,JENDOUBA,13062.096,1451.344,9
BIZERTE CARBURANT,GASOIL 50,M. HACHED,18-Feb,MAHDIA,MENZEL HACHED,2652.212,1326.106,2
GOULETTE,GASOIL,KAIROUAN,18-Feb,KAIROUAN,KAIROUAN,20518.309,1079.911,19
SKHIRA,GASOIL,S. LAHED .K,18-Feb,KEBILI,SOUK LAHAD,109071.011,1079.911,101
SKHIRA,GASOIL,KONDAR,18-Feb,SOUSSE,KONDAR,295895.614,1079.911,274
SKHIRA,GASOIL,KSAR HELAL,18-Feb,MONASTIR,KSAR HELLAL,157667.006,1079.911,146
GOULETTE,GASOIL,LE SERS,18-Feb,LE KEF,LE SERS,73433.948,1079.911,68
GOULETTE,SSP SUPER SANS PLOMB,BORJ EL AMRI,18-Feb,MANOUBA,BORJ EL AMRI,76921.232,1451.344,53
GOULETTE,GASOIL,ZAGHOUAN,18-Feb,ZAGHOUAN,ZAGHOUAN,153347.362,1079.911,142
SKHIRA,SSP SUPER SANS PLOMB,EL JEM PK192,18-Feb,MAHDIA,EL JEM,103045.424,1451.344,71
BIZERTE CARBURANT,GASOIL 50,BORJ EL AMRI,18-Feb,MANOUBA,BORJ EL AMRI,13261.06,1326.106,10
BIZERTE CARBURANT,GASOIL 50,SIDI EL HENI,18-Feb,SOUSSE,SIDI EL HENI,7956.636,1326.106,6
BIZERTE CARBURANT,GASOIL 50,KORBA,18-Feb,NABEUL,KORBA,19891.59,1326.106,15
BIZERTE CARBURANT,GASOIL 50,SFAX GP1,18-Jan,SFAX,SFAX,7956.636,1326.106,6
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARGOUB,18-Feb,NABEUL,BOUARGOUB,5805.376,1451.344,4
GOULETTE,SSP SUPER SANS PLOMB,H.ZRIBA,18-Feb,ZAGHOUAN,HAMMAM ZRIBA,65220.48,1449.344,45
ZARZIS,GASOIL,SIDGHEYNE,18-Feb,MEDENINE,HOUMT SOUK,72354.037,1079.911,67
SKHIRA,GASOIL,CHEBBA,18-Feb,MAHDIA,CHEBBA,110150.922,1079.911,102
SKHIRA,SSP SUPER SANS PLOMB,MENZEL M'HIRI,18-Feb,KAIROUAN,MENZEL M'HIRI,14513.44,1451.344,10
SKHIRA,GASOIL,BEL AOUM,18-Feb,SOUSSE,BEL OUM,16198.665,1079.911,15
SKHIRA,GASOIL,CITE EL HABIB - SFAX GPL,18-Feb,SFAX,SFAX,127429.498,1079.911,118
SKHIRA,GASOIL,REGUEB,18-Feb,SIDI BOUZID,ERREGUEB,92872.346,1079.911,86
SKHIRA,GASOIL 50,KSOUR ESSEF 2,18-Feb,MAHDIA,KSOUR ESSAF,26522.12,1326.106,20
SKHIRA,GASOIL 50,M. HAYET PK156,18-Feb,MONASTIR,MENZEL EL HAYET,72935.83,1326.106,55
SKHIRA,SSP SUPER SANS PLOMB,ESSAIDA,18-Feb,SIDI BOUZID,ESSAIDA,13062.096,1451.344,9
SKHIRA,GASOIL 50,MORNAG,18-Feb,BEN AROUS,MORNAG,58348.664,1326.106,44
