,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,lag1_previous_quantity,lag2_previous_quantity,lag3_previous_quantity,lag4_previous_quantity,lag5_previous_quantity,SUM(QTEPRD)
809,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-02-01,ARIANA,RAOUED,210892.08,1255.31,17.0,7.0,141.0,12.0,176.0,168.0
21432,SKHIRA,GASOIL,S.A. BOUKHTIOUA,2019-03-01,ARIANA,RAOUED,50212.4,1255.31,168.0,17.0,7.0,141.0,12.0,40.0
13327,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-03-01,ARIANA,RAOUED,183275.26,1255.3100000000002,40.0,168.0,17.0,7.0,141.0,146.0
5038,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-04-01,ARIANA,RAOUED,273303.13,1333.186,146.0,40.0,168.0,17.0,7.0,205.0
11821,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-05-01,ARIANA,RAOUED,225308.434,1333.1860000000001,205.0,146.0,40.0,168.0,17.0,169.0
13350,BIZERTE CARBURANT,GASOIL,S.A. BOUKHTIOUA,2019-05-01,ARIANA,RAOUED,26663.72,1333.1860000000001,169.0,205.0,146.0,40.0,168.0,20.0
12109,BIZERTE CARBURANT,GASOIL,S.A. BOUKHTIOUA,2019-06-01,ARIANA,RAOUED,17331.418,1333.1860000000001,20.0,169.0,205.0,146.0,40.0,13.0
7790,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-06-01,ARIANA,RAOUED,157315.948,1333.186,13.0,20.0,169.0,205.0,146.0,118.0
5216,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-07-01,ARIANA,RAOUED,213168.128,1332.3008,118.0,13.0,20.0,169.0,205.0,160.0
21682,BIZERTE CARBURANT,GASOIL,S.A. BOUKHTIOUA,2019-07-01,ARIANA,RAOUED,23957.514,1330.973,160.0,118.0,13.0,20.0,169.0,18.0
3935,BIZERTE CARBURANT,GASOIL,S.A. BOUKHTIOUA,2019-08-01,ARIANA,RAOUED,21295.568,1330.973,18.0,160.0,118.0,13.0,20.0,16.0
16122,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-08-01,ARIANA,RAOUED,185005.247,1330.973,16.0,18.0,160.0,118.0,13.0,139.0
2470,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-09-01,ARIANA,RAOUED,220941.518,1330.973,139.0,16.0,18.0,160.0,118.0,166.0
9194,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-10-01,ARIANA,RAOUED,212955.68,1330.973,166.0,139.0,16.0,18.0,160.0,160.0
17630,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-11-01,ARIANA,RAOUED,208962.761,1330.973,160.0,166.0,139.0,16.0,18.0,157.0
4050,GOULETTE,GASOIL,S.A. BOUKHTIOUA,2019-12-01,ARIANA,RAOUED,207631.788,1330.973,157.0,160.0,166.0,139.0,16.0,156.0
19060,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-01-01,ARIANA,RAOUED,91501.314,1326.106,0.0,0.0,0.0,0.0,0.0,69.0
9708,SKHIRA,GASOIL 50,S.A. BOUKHTIOUA,2018-02-01,ARIANA,RAOUED,45087.604,1326.106,69.0,0.0,0.0,0.0,0.0,34.0
13725,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-02-01,ARIANA,RAOUED,43761.498,1326.106,34.0,69.0,0.0,0.0,0.0,33.0
16485,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-03-01,ARIANA,RAOUED,92827.42,1326.106,33.0,34.0,69.0,0.0,0.0,70.0
12492,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-04-01,ARIANA,RAOUED,97295.134,1370.354,70.0,33.0,34.0,69.0,0.0,71.0
17829,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-05-01,ARIANA,RAOUED,87702.656,1370.354,71.0,70.0,33.0,34.0,69.0,64.0
7135,SKHIRA,GASOIL 50,S.A. BOUKHTIOUA,2018-05-01,ARIANA,RAOUED,8222.124,1370.354,64.0,71.0,70.0,33.0,34.0,6.0
1902,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-06-01,ARIANA,RAOUED,94644.256,1391.827294117647,6.0,64.0,71.0,70.0,33.0,68.0
5840,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-07-01,ARIANA,RAOUED,113501.354,1436.726,68.0,6.0,64.0,71.0,70.0,79.0
10073,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-08-01,ARIANA,RAOUED,79019.93,1436.7259999999999,79.0,68.0,6.0,64.0,71.0,55.0
18187,SKHIRA,GASOIL 50,S.A. BOUKHTIOUA,2018-08-01,ARIANA,RAOUED,37354.876,1436.7259999999999,55.0,79.0,68.0,6.0,64.0,26.0
8830,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-09-01,ARIANA,RAOUED,96838.495,1489.8229999999999,26.0,55.0,79.0,68.0,6.0,65.0
19697,SKHIRA,GASOIL 50,S.A. BOUKHTIOUA,2018-10-01,ARIANA,RAOUED,22347.345,1489.823,65.0,26.0,55.0,79.0,68.0,15.0
3419,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-10-01,ARIANA,RAOUED,28306.637,1489.8229999999999,15.0,65.0,26.0,55.0,79.0,19.0
12822,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-11-01,ARIANA,RAOUED,56613.274,1489.8229999999999,19.0,15.0,65.0,26.0,55.0,38.0
15347,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2018-12-01,ARIANA,RAOUED,44683.539,1489.4513,38.0,19.0,15.0,65.0,26.0,30.0
4407,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2019-01-01,ARIANA,RAOUED,47623.36,1488.23,30.0,38.0,19.0,15.0,65.0,32.0
15335,SKHIRA,GASOIL 50,S.A. BOUKHTIOUA,2019-01-01,ARIANA,RAOUED,8929.38,1488.2299999999998,32.0,30.0,38.0,19.0,15.0,6.0
18536,BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,2019-02-01,ARIANA,RAOUED,40182.21,1488.23,6.0,32.0,30.0,38.0,19.0,27.0
14649,GOULETTE,GASOIL 50,S.A. BOUKHTIOUA,2019-04-01,ARIANA,RAOUED,59175.766,1557.257,27.0,6.0,32.0,30.0,38.0,38.0
17195,GOULETTE,GASOIL 50,S.A. BOUKHTIOUA,2019-05-01,ARIANA,RAOUED,57618.509,1557.257,38.0,27.0,6.0,32.0,30.0,37.0
3754,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-03-01,ARIANA,RAOUED,63993.89,1488.23,0.0,0.0,0.0,0.0,0.0,43.0
3639,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-06-01,ARIANA,RAOUED,45160.453,1557.257,43.0,0.0,0.0,0.0,0.0,29.0
9428,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-07-01,ARIANA,RAOUED,51354.073,1556.18403030303,29.0,43.0,0.0,0.0,0.0,33.0
14783,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-08-01,ARIANA,RAOUED,59091.672,1555.0439999999999,33.0,29.0,43.0,0.0,0.0,38.0
3829,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-09-01,ARIANA,RAOUED,52871.496,1555.0439999999999,38.0,33.0,29.0,43.0,0.0,34.0
3661,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-10-01,ARIANA,RAOUED,35766.012,1555.044,34.0,38.0,33.0,29.0,43.0,23.0
9607,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-10-01,ARIANA,RAOUED,9330.264,1555.0439999999999,23.0,34.0,38.0,33.0,29.0,6.0
5398,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-11-01,ARIANA,RAOUED,29545.836,1555.0439999999999,6.0,23.0,34.0,38.0,33.0,19.0
13623,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-11-01,ARIANA,RAOUED,17105.484,1555.044,19.0,6.0,23.0,34.0,38.0,11.0
15011,GOULETTE,GAZOIL SANS SOUFRE,S.A. BOUKHTIOUA,2019-12-01,ARIANA,RAOUED,49761.408,1555.044,11.0,19.0,6.0,23.0,34.0,32.0
13712,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-01-01,ARIANA,RAOUED,243825.792,1451.3439999999998,0.0,0.0,0.0,0.0,0.0,168.0
16403,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-01-01,ARIANA,RAOUED,8708.064,1451.344,168.0,0.0,0.0,0.0,0.0,6.0
20383,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-02-01,ARIANA,RAOUED,220604.288,1451.344,6.0,168.0,0.0,0.0,0.0,152.0
19101,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-03-01,ARIANA,RAOUED,251082.512,1451.3439999999998,152.0,6.0,168.0,0.0,0.0,173.0
11242,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-04-01,ARIANA,RAOUED,8960.166,1493.3609999999999,173.0,152.0,6.0,168.0,0.0,6.0
15181,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-04-01,ARIANA,RAOUED,267311.619,1493.361,6.0,173.0,152.0,6.0,168.0,179.0
180,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-05-01,ARIANA,RAOUED,274778.424,1493.361,179.0,6.0,173.0,152.0,6.0,184.0
13977,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-05-01,ARIANA,RAOUED,5973.444,1493.361,184.0,179.0,6.0,173.0,152.0,4.0
12868,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-06-01,ARIANA,RAOUED,274942.952,1510.6755604395603,4.0,184.0,179.0,6.0,173.0,182.0
21180,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-06-01,ARIANA,RAOUED,7466.805,1493.361,182.0,4.0,184.0,179.0,6.0,5.0
14409,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-06-01,ARIANA,RAOUED,5973.444,1493.361,5.0,182.0,4.0,184.0,179.0,4.0
11349,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-07-01,ARIANA,RAOUED,348630.464,1556.386,4.0,5.0,182.0,4.0,184.0,224.0
20934,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-08-01,ARIANA,RAOUED,68480.984,1556.386,224.0,4.0,5.0,182.0,4.0,44.0
14181,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-08-01,ARIANA,RAOUED,23345.79,1556.386,44.0,224.0,4.0,5.0,182.0,15.0
5703,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-08-01,ARIANA,RAOUED,217894.04,1556.386,15.0,44.0,224.0,4.0,5.0,140.0
18229,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-09-01,ARIANA,RAOUED,288569.787,1603.1654833333334,140.0,15.0,44.0,224.0,4.0,180.0
11616,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-10-01,ARIANA,RAOUED,200850.875,1606.807,180.0,140.0,15.0,44.0,224.0,125.0
15746,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-11-01,ARIANA,RAOUED,8034.035,1606.807,125.0,180.0,140.0,15.0,44.0,5.0
12789,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-11-01,ARIANA,RAOUED,147826.244,1606.807,5.0,125.0,180.0,140.0,15.0,92.0
305,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-12-01,ARIANA,RAOUED,155813.376,1606.3234639175257,92.0,5.0,125.0,180.0,140.0,97.0
5736,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2018-12-01,ARIANA,RAOUED,35349.754,1606.807,97.0,92.0,5.0,125.0,180.0,22.0
7201,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-01-01,ARIANA,RAOUED,57790.584,1605.294,22.0,97.0,92.0,5.0,125.0,36.0
13123,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-01-01,ARIANA,RAOUED,6421.176,1605.294,36.0,22.0,97.0,92.0,5.0,4.0
10032,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-01-01,ARIANA,RAOUED,96317.64,1605.294,4.0,36.0,22.0,97.0,92.0,60.0
14470,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-02-01,ARIANA,RAOUED,133239.402,1605.294,60.0,4.0,36.0,22.0,97.0,83.0
2181,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-02-01,ARIANA,RAOUED,28895.292,1605.294,83.0,60.0,4.0,36.0,22.0,18.0
5095,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-03-01,ARIANA,RAOUED,99528.228,1605.294,18.0,83.0,60.0,4.0,36.0,62.0
10619,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-03-01,ARIANA,RAOUED,77054.112,1605.2939999999999,62.0,18.0,83.0,60.0,4.0,48.0
6466,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-04-01,ARIANA,RAOUED,225563.4,1670.84,48.0,62.0,18.0,83.0,60.0,135.0
3591,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-05-01,ARIANA,RAOUED,247284.32,1670.8400000000001,135.0,48.0,62.0,18.0,83.0,148.0
1056,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-05-01,ARIANA,RAOUED,10025.04,1670.8400000000001,148.0,135.0,48.0,62.0,18.0,6.0
19914,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-06-01,ARIANA,RAOUED,160850.096,1670.8400004155021,6.0,148.0,135.0,48.0,62.0,96.269
2530,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-07-01,ARIANA,RAOUED,182012.308,1669.8376880733945,96.269,6.0,148.0,135.0,48.0,109.0
10821,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-08-01,ARIANA,RAOUED,30037.302,1668.739,109.0,96.269,6.0,148.0,135.0,18.0
13435,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-08-01,ARIANA,RAOUED,165205.161,1668.739,18.0,109.0,96.269,6.0,148.0,99.0
8144,SKHIRA,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-09-01,ARIANA,RAOUED,11681.173,1668.739,99.0,18.0,109.0,96.269,6.0,7.0
10805,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-09-01,ARIANA,RAOUED,138505.337,1668.739,7.0,99.0,18.0,109.0,96.269,83.0
6718,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-09-01,ARIANA,RAOUED,10012.434,1668.7389999999998,83.0,7.0,99.0,18.0,109.0,6.0
4975,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-10-01,ARIANA,RAOUED,158530.205,1668.7389999999998,6.0,83.0,7.0,99.0,18.0,95.0
18974,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-11-01,ARIANA,RAOUED,110872.985,1668.2161987301013,95.0,6.0,83.0,7.0,99.0,66.462
10909,GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,2019-12-01,ARIANA,RAOUED,150186.51,1668.739,66.462,95.0,6.0,83.0,7.0,90.0
10972,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,32397.33,1079.911,0.0,0.0,0.0,0.0,0.0,30.0
82,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-02-01,KAIROUAN,SIDI AMOR BOUHAJLA,47516.084,1079.911,30.0,0.0,0.0,0.0,0.0,44.0
17849,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-03-01,KAIROUAN,SIDI AMOR BOUHAJLA,41036.618,1079.911,44.0,30.0,0.0,0.0,0.0,38.0
11172,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-04-01,KAIROUAN,SIDI AMOR BOUHAJLA,34848.929,1124.1589999999999,38.0,44.0,30.0,0.0,0.0,31.0
8507,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-05-01,KAIROUAN,SIDI AMOR BOUHAJLA,32600.611,1124.159,31.0,38.0,44.0,30.0,0.0,29.0
21161,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-06-01,KAIROUAN,SIDI AMOR BOUHAJLA,41266.188,1146.2830000000001,29.0,31.0,38.0,44.0,30.0,36.0
8686,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,23810.62,1190.531,36.0,29.0,31.0,38.0,44.0,20.0
3260,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-08-01,KAIROUAN,SIDI AMOR BOUHAJLA,27382.213,1190.531,20.0,36.0,29.0,31.0,38.0,23.0
21010,BIZERTE CARBURANT,GASOIL,S.A.BOUHAJLA,2018-08-01,KAIROUAN,SIDI AMOR BOUHAJLA,7143.186,1190.531,23.0,20.0,36.0,29.0,31.0,6.0
19620,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-09-01,KAIROUAN,SIDI AMOR BOUHAJLA,26394.963,1256.903,6.0,23.0,20.0,36.0,29.0,21.0
1997,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-10-01,KAIROUAN,SIDI AMOR BOUHAJLA,40220.896,1256.903,21.0,6.0,23.0,20.0,36.0,32.0
8986,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-11-01,KAIROUAN,SIDI AMOR BOUHAJLA,28908.769,1256.903,32.0,21.0,6.0,23.0,20.0,23.0
15265,GOULETTE,GASOIL,S.A.BOUHAJLA,2018-12-01,KAIROUAN,SIDI AMOR BOUHAJLA,16339.739,1256.903,23.0,32.0,21.0,6.0,23.0,13.0
20777,SKHIRA,GASOIL,S.A.BOUHAJLA,2018-12-01,KAIROUAN,SIDI AMOR BOUHAJLA,21360.979,1256.5281764705883,13.0,23.0,32.0,21.0,6.0,17.0
14058,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,27616.82,1255.31,17.0,13.0,23.0,32.0,21.0,22.0
10405,GOULETTE,GASOIL,S.A.BOUHAJLA,2019-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,6276.55,1255.31,22.0,17.0,13.0,23.0,32.0,5.0
3570,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-02-01,KAIROUAN,SIDI AMOR BOUHAJLA,28872.13,1255.31,5.0,22.0,17.0,13.0,23.0,23.0
12008,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-03-01,KAIROUAN,SIDI AMOR BOUHAJLA,27616.82,1255.31,23.0,5.0,22.0,17.0,13.0,22.0
14560,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-04-01,KAIROUAN,SIDI AMOR BOUHAJLA,37329.208,1333.186,22.0,23.0,5.0,22.0,17.0,28.0
2366,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-05-01,KAIROUAN,SIDI AMOR BOUHAJLA,13331.86,1333.1860000000001,28.0,22.0,23.0,5.0,22.0,10.0
6324,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-06-01,KAIROUAN,SIDI AMOR BOUHAJLA,14665.046,1333.186,10.0,28.0,22.0,23.0,5.0,11.0
10721,GOULETTE,GASOIL,S.A.BOUHAJLA,2019-06-01,KAIROUAN,SIDI AMOR BOUHAJLA,11998.674,1333.1860000000001,11.0,10.0,28.0,22.0,23.0,9.0
13515,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,23970.792,1331.7106666666668,9.0,11.0,10.0,28.0,22.0,18.0
6645,GOULETTE,GASOIL,S.A.BOUHAJLA,2019-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,7999.116,1333.186,18.0,9.0,11.0,10.0,28.0,6.0
1241,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-08-01,KAIROUAN,SIDI AMOR BOUHAJLA,47915.028,1330.973,6.0,18.0,9.0,11.0,10.0,36.0
6433,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-09-01,KAIROUAN,SIDI AMOR BOUHAJLA,38598.217,1330.973,36.0,6.0,18.0,9.0,11.0,29.0
14928,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-10-01,KAIROUAN,SIDI AMOR BOUHAJLA,47915.028,1330.973,29.0,36.0,6.0,18.0,9.0,36.0
4030,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-11-01,KAIROUAN,SIDI AMOR BOUHAJLA,33274.325,1330.973,36.0,29.0,36.0,6.0,18.0,25.0
2288,SKHIRA,GASOIL,S.A.BOUHAJLA,2019-12-01,KAIROUAN,SIDI AMOR BOUHAJLA,53238.92,1330.973,25.0,36.0,29.0,36.0,6.0,40.0
17722,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,2652.212,1326.106,0.0,0.0,0.0,0.0,0.0,2.0
5596,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-02-01,KAIROUAN,SIDI AMOR BOUHAJLA,2652.212,1326.106,2.0,0.0,0.0,0.0,0.0,2.0
1514,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-03-01,KAIROUAN,SIDI AMOR BOUHAJLA,2652.212,1326.106,2.0,2.0,0.0,0.0,0.0,2.0
11189,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-04-01,KAIROUAN,SIDI AMOR BOUHAJLA,5481.416,1370.354,2.0,2.0,2.0,0.0,0.0,4.0
16598,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-05-01,KAIROUAN,SIDI AMOR BOUHAJLA,2740.708,1370.354,4.0,2.0,2.0,2.0,0.0,2.0
508,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-08-01,KAIROUAN,SIDI AMOR BOUHAJLA,2873.452,1436.726,2.0,4.0,2.0,2.0,2.0,2.0
12993,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-09-01,KAIROUAN,SIDI AMOR BOUHAJLA,2979.646,1489.823,2.0,2.0,4.0,2.0,2.0,2.0
4772,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2018-11-01,KAIROUAN,SIDI AMOR BOUHAJLA,2979.646,1489.823,2.0,2.0,2.0,4.0,2.0,2.0
11773,SKHIRA,GASOIL 50,S.A.BOUHAJLA,2019-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,2976.46,1488.23,2.0,2.0,2.0,2.0,4.0,2.0
13469,SKHIRA,GAZOIL SANS SOUFRE,S.A.BOUHAJLA,2019-03-01,KAIROUAN,SIDI AMOR BOUHAJLA,2976.46,1488.23,0.0,0.0,0.0,0.0,0.0,2.0
13324,SKHIRA,GAZOIL SANS SOUFRE,S.A.BOUHAJLA,2019-05-01,KAIROUAN,SIDI AMOR BOUHAJLA,3114.514,1557.257,2.0,0.0,0.0,0.0,0.0,2.0
17597,SKHIRA,GAZOIL SANS SOUFRE,S.A.BOUHAJLA,2019-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,3110.088,1555.044,2.0,2.0,0.0,0.0,0.0,2.0
5319,SKHIRA,GAZOIL SANS SOUFRE,S.A.BOUHAJLA,2019-09-01,KAIROUAN,SIDI AMOR BOUHAJLA,3110.088,1555.044,2.0,2.0,2.0,0.0,0.0,2.0
10871,SKHIRA,GAZOIL SANS SOUFRE,S.A.BOUHAJLA,2019-10-01,KAIROUAN,SIDI AMOR BOUHAJLA,3110.088,1555.044,2.0,2.0,2.0,2.0,0.0,2.0
4060,SKHIRA,GAZOIL SANS SOUFRE,S.A.BOUHAJLA,2019-11-01,KAIROUAN,SIDI AMOR BOUHAJLA,4665.132,1555.0439999999999,2.0,2.0,2.0,2.0,2.0,3.0
5515,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,7256.72,1451.344,0.0,0.0,0.0,0.0,0.0,5.0
16510,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-02-01,KAIROUAN,SIDI AMOR BOUHAJLA,4354.032,1451.344,5.0,0.0,0.0,0.0,0.0,3.0
12494,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-03-01,KAIROUAN,SIDI AMOR BOUHAJLA,7256.72,1451.344,3.0,5.0,0.0,0.0,0.0,5.0
12563,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-04-01,KAIROUAN,SIDI AMOR BOUHAJLA,2986.722,1493.361,5.0,3.0,5.0,0.0,0.0,2.0
7147,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-05-01,KAIROUAN,SIDI AMOR BOUHAJLA,2986.722,1493.361,2.0,5.0,3.0,5.0,0.0,2.0
21184,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-06-01,KAIROUAN,SIDI AMOR BOUHAJLA,6099.494,1524.8735,2.0,2.0,5.0,3.0,5.0,4.0
5896,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,6225.544,1556.386,4.0,2.0,2.0,5.0,3.0,4.0
16891,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-08-01,KAIROUAN,SIDI AMOR BOUHAJLA,21789.404,1556.386,4.0,4.0,2.0,2.0,5.0,14.0
15653,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-09-01,KAIROUAN,SIDI AMOR BOUHAJLA,6427.228,1606.807,14.0,4.0,4.0,2.0,2.0,4.0
773,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-11-01,KAIROUAN,SIDI AMOR BOUHAJLA,3213.614,1606.807,4.0,14.0,4.0,4.0,2.0,2.0
12636,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2018-12-01,KAIROUAN,SIDI AMOR BOUHAJLA,9637.816,1606.3026666666667,2.0,4.0,14.0,4.0,4.0,6.0
14059,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-01-01,KAIROUAN,SIDI AMOR BOUHAJLA,8026.47,1605.294,6.0,2.0,4.0,14.0,4.0,5.0
