,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,lag1_previous_quantity,lag2_previous_quantity,lag3_previous_quantity,lag4_previous_quantity,lag5_previous_quantity,SUM(QTEPRD)
5597,GOULETTE,GASOIL,KONDAR,2018-04-01,SOUSSE,KONDAR,101174.31,1124.1589999999999,229.0,114.0,32.0,53.0,274.0,90.0
196,SKHIRA,GASOIL,KONDAR,2018-04-01,SOUSSE,KONDAR,248439.139,1124.1589999999999,90.0,229.0,114.0,32.0,53.0,221.0
11167,GOULETTE,GASOIL,KONDAR,2018-05-01,SOUSSE,KONDAR,113540.059,1124.1589999999999,221.0,90.0,229.0,114.0,32.0,101.0
16575,SKHIRA,GASOIL,KONDAR,2018-05-01,SOUSSE,KONDAR,242818.344,1124.159,101.0,221.0,90.0,229.0,114.0,216.0
12883,SKHIRA,GASOIL,KONDAR,2018-06-01,SOUSSE,KONDAR,162882.806,1147.0620140845072,216.0,101.0,221.0,90.0,229.0,142.0
19607,GOULETTE,GASOIL,KONDAR,2018-06-01,SOUSSE,KONDAR,152566.259,1147.1147293233082,142.0,216.0,101.0,221.0,90.0,133.0
4427,SKHIRA,GASOIL,KONDAR,2018-07-01,SOUSSE,KONDAR,214295.58,1190.531,133.0,142.0,216.0,101.0,221.0,180.0
16784,GOULETTE,GASOIL,KONDAR,2018-07-01,SOUSSE,KONDAR,163102.747,1190.531,180.0,133.0,142.0,216.0,101.0,137.0
11214,GOULETTE,GASOIL,KONDAR,2018-08-01,SOUSSE,KONDAR,252392.572,1190.531,137.0,180.0,133.0,142.0,216.0,212.0
14161,SKHIRA,GASOIL,KONDAR,2018-08-01,SOUSSE,KONDAR,164293.278,1190.531,212.0,137.0,180.0,133.0,142.0,138.0
16984,BIZERTE CARBURANT,GASOIL,KONDAR,2018-09-01,SOUSSE,KONDAR,37707.09,1256.9029999999998,138.0,212.0,137.0,180.0,133.0,30.0
6080,SKHIRA,GASOIL,KONDAR,2018-09-01,SOUSSE,KONDAR,94267.725,1256.903,30.0,138.0,212.0,137.0,180.0,75.0
12857,GOULETTE,GASOIL,KONDAR,2018-09-01,SOUSSE,KONDAR,279492.905,1253.331412556054,75.0,30.0,138.0,212.0,137.0,223.0
1978,SKHIRA,GASOIL,KONDAR,2018-10-01,SOUSSE,KONDAR,110607.464,1256.903,223.0,75.0,30.0,138.0,212.0,88.0
6219,BIZERTE CARBURANT,GASOIL,KONDAR,2018-10-01,SOUSSE,KONDAR,6284.515,1256.903,88.0,223.0,75.0,30.0,138.0,5.0
643,GOULETTE,GASOIL,KONDAR,2018-10-01,SOUSSE,KONDAR,227499.443,1256.903,5.0,88.0,223.0,75.0,30.0,181.0
4781,BIZERTE CARBURANT,GASOIL,KONDAR,2018-11-01,SOUSSE,KONDAR,12569.03,1256.903,181.0,5.0,88.0,223.0,75.0,10.0
20839,GOULETTE,GASOIL,KONDAR,2018-11-01,SOUSSE,KONDAR,360731.161,1256.903,10.0,181.0,5.0,88.0,223.0,287.0
1654,BIZERTE CARBURANT,GASOIL,KONDAR,2018-12-01,SOUSSE,KONDAR,27651.866,1256.903,287.0,10.0,181.0,5.0,88.0,22.0
8564,GOULETTE,GASOIL,KONDAR,2018-12-01,SOUSSE,KONDAR,339218.847,1256.3661,22.0,287.0,10.0,181.0,5.0,270.0
7304,GOULETTE,GASOIL,KONDAR,2019-01-01,SOUSSE,KONDAR,332657.15,1255.3100000000002,270.0,22.0,287.0,10.0,181.0,265.0
7702,BIZERTE CARBURANT,GASOIL,KONDAR,2019-01-01,SOUSSE,KONDAR,13808.41,1255.31,265.0,270.0,22.0,287.0,10.0,11.0
11765,SKHIRA,GASOIL,KONDAR,2019-01-01,SOUSSE,KONDAR,21340.27,1255.31,11.0,265.0,270.0,22.0,287.0,17.0
9190,SKHIRA,GASOIL,KONDAR,2019-02-01,SOUSSE,KONDAR,15063.72,1255.31,17.0,11.0,265.0,270.0,22.0,12.0
2138,GOULETTE,GASOIL,KONDAR,2019-02-01,SOUSSE,KONDAR,278678.82,1255.31,12.0,17.0,11.0,265.0,270.0,222.0
9306,GOULETTE,GASOIL,KONDAR,2019-03-01,SOUSSE,KONDAR,332657.15,1255.3100000000002,222.0,12.0,17.0,11.0,265.0,265.0
14651,GOULETTE,GASOIL,KONDAR,2019-04-01,SOUSSE,KONDAR,386623.94,1333.186,265.0,222.0,12.0,17.0,11.0,290.0
18560,GOULETTE,GASOIL,KONDAR,2019-05-01,SOUSSE,KONDAR,383957.568,1333.1860000000001,290.0,265.0,222.0,12.0,17.0,288.0
17224,GOULETTE,GASOIL,KONDAR,2019-06-01,SOUSSE,KONDAR,343961.988,1333.1860000000001,288.0,290.0,265.0,222.0,12.0,258.0
13565,BIZERTE CARBURANT,GASOIL,KONDAR,2019-07-01,SOUSSE,KONDAR,21295.568,1330.973,258.0,288.0,290.0,265.0,222.0,16.0
1181,GOULETTE,GASOIL,KONDAR,2019-07-01,SOUSSE,KONDAR,384989.786,1332.1445882352941,16.0,258.0,288.0,290.0,265.0,289.0
6664,GOULETTE,GASOIL,KONDAR,2019-08-01,SOUSSE,KONDAR,416594.549,1330.973,289.0,16.0,258.0,288.0,290.0,313.0
5317,GOULETTE,GASOIL,KONDAR,2019-09-01,SOUSSE,KONDAR,376665.359,1330.973,313.0,289.0,16.0,258.0,288.0,283.0
914,GOULETTE,GASOIL,KONDAR,2019-10-01,SOUSSE,KONDAR,350045.899,1330.973,283.0,313.0,289.0,16.0,258.0,263.0
5370,GOULETTE,GASOIL,KONDAR,2019-11-01,SOUSSE,KONDAR,331412.277,1330.973,263.0,283.0,313.0,289.0,16.0,249.0
21727,GOULETTE,GASOIL,KONDAR,2019-12-01,SOUSSE,KONDAR,370010.494,1330.973,249.0,263.0,283.0,313.0,289.0,278.0
10995,SKHIRA,GASOIL 50,KONDAR,2018-01-01,SOUSSE,KONDAR,13261.06,1326.106,0.0,0.0,0.0,0.0,0.0,10.0
28,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-01-01,SOUSSE,KONDAR,18565.484,1326.106,10.0,0.0,0.0,0.0,0.0,14.0
20459,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-02-01,SOUSSE,KONDAR,9282.742,1326.106,14.0,10.0,0.0,0.0,0.0,7.0
1425,SKHIRA,GASOIL 50,KONDAR,2018-02-01,SOUSSE,KONDAR,22543.802,1326.106,7.0,14.0,10.0,0.0,0.0,17.0
4235,SKHIRA,GASOIL 50,KONDAR,2018-03-01,SOUSSE,KONDAR,10608.848,1326.106,17.0,7.0,14.0,10.0,0.0,8.0
17846,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-03-01,SOUSSE,KONDAR,25196.014,1326.106,8.0,17.0,7.0,14.0,10.0,19.0
15207,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-04-01,SOUSSE,KONDAR,27407.08,1370.354,19.0,8.0,17.0,7.0,14.0,20.0
17978,SKHIRA,GASOIL 50,KONDAR,2018-05-01,SOUSSE,KONDAR,5481.416,1370.354,20.0,19.0,8.0,17.0,7.0,4.0
11231,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-05-01,SOUSSE,KONDAR,17814.602,1370.3539999999998,4.0,20.0,19.0,8.0,17.0,13.0
4661,SKHIRA,GASOIL 50,KONDAR,2018-06-01,SOUSSE,KONDAR,18411.95,1416.3038461538463,13.0,4.0,20.0,19.0,8.0,13.0
18244,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-06-01,SOUSSE,KONDAR,9592.478,1370.3539999999998,13.0,13.0,4.0,20.0,19.0,7.0
10038,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-07-01,SOUSSE,KONDAR,25861.068,1436.7259999999999,7.0,13.0,13.0,4.0,20.0,18.0
7345,SKHIRA,GASOIL 50,KONDAR,2018-07-01,SOUSSE,KONDAR,5746.904,1436.726,18.0,7.0,13.0,13.0,4.0,4.0
4526,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-08-01,SOUSSE,KONDAR,33044.698,1436.7259999999999,4.0,18.0,7.0,13.0,13.0,23.0
15535,SKHIRA,GASOIL 50,KONDAR,2018-08-01,SOUSSE,KONDAR,5746.904,1436.726,23.0,4.0,18.0,7.0,13.0,4.0
11602,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-09-01,SOUSSE,KONDAR,26816.814,1489.8229999999999,4.0,23.0,4.0,18.0,7.0,18.0
8930,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-10-01,SOUSSE,KONDAR,20857.522,1489.823,18.0,4.0,23.0,4.0,18.0,14.0
10292,SKHIRA,GASOIL 50,KONDAR,2018-10-01,SOUSSE,KONDAR,13408.407,1489.8229999999999,14.0,18.0,4.0,23.0,4.0,9.0
4254,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-11-01,SOUSSE,KONDAR,32776.106,1489.823,9.0,14.0,18.0,4.0,23.0,22.0
8563,BIZERTE CARBURANT,GASOIL 50,KONDAR,2018-12-01,SOUSSE,KONDAR,37228.052,1489.12208,22.0,9.0,14.0,18.0,4.0,25.0
17099,BIZERTE CARBURANT,GASOIL 50,KONDAR,2019-01-01,SOUSSE,KONDAR,26788.14,1488.23,25.0,22.0,9.0,14.0,18.0,18.0
9080,BIZERTE CARBURANT,GASOIL 50,KONDAR,2019-02-01,SOUSSE,KONDAR,32741.06,1488.23,18.0,25.0,22.0,9.0,14.0,22.0
1024,GOULETTE,GASOIL 50,KONDAR,2019-04-01,SOUSSE,KONDAR,26473.369,1557.2569999999998,22.0,18.0,25.0,22.0,9.0,17.0
13208,GOULETTE,GASOIL 50,KONDAR,2019-05-01,SOUSSE,KONDAR,29587.883,1557.257,17.0,22.0,18.0,25.0,22.0,19.0
10634,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KONDAR,2019-03-01,SOUSSE,KONDAR,31252.83,1488.23,0.0,0.0,0.0,0.0,0.0,21.0
13201,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-06-01,SOUSSE,KONDAR,31145.14,1557.257,21.0,0.0,0.0,0.0,0.0,20.0
8062,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-07-01,SOUSSE,KONDAR,43572.214,1556.1505,20.0,21.0,0.0,0.0,0.0,28.0
16234,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-08-01,SOUSSE,KONDAR,40431.144,1555.044,28.0,20.0,21.0,0.0,0.0,26.0
6725,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-09-01,SOUSSE,KONDAR,38876.1,1555.0439999999999,26.0,28.0,20.0,21.0,0.0,25.0
13281,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-10-01,SOUSSE,KONDAR,26435.748,1555.0439999999999,25.0,26.0,28.0,20.0,21.0,17.0
2688,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-11-01,SOUSSE,KONDAR,37321.056,1555.0439999999999,17.0,25.0,26.0,28.0,20.0,24.0
9621,GOULETTE,GAZOIL SANS SOUFRE,KONDAR,2019-12-01,SOUSSE,KONDAR,38876.1,1555.0439999999999,24.0,17.0,25.0,26.0,28.0,25.0
6918,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-01-01,SOUSSE,KONDAR,24672.848,1451.344,0.0,0.0,0.0,0.0,0.0,17.0
2804,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-01-01,SOUSSE,KONDAR,58053.76,1451.344,17.0,0.0,0.0,0.0,0.0,40.0
9685,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-02-01,SOUSSE,KONDAR,11610.752,1451.344,40.0,17.0,0.0,0.0,0.0,8.0
9689,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-02-01,SOUSSE,KONDAR,60956.448,1451.3439999999998,8.0,40.0,17.0,0.0,0.0,42.0
15116,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-02-01,SOUSSE,KONDAR,4354.032,1451.344,42.0,8.0,40.0,17.0,0.0,3.0
15166,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-03-01,SOUSSE,KONDAR,29026.88,1451.344,3.0,42.0,8.0,40.0,17.0,20.0
1501,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-03-01,SOUSSE,KONDAR,65310.48,1451.344,20.0,3.0,42.0,8.0,40.0,45.0
5599,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-04-01,SOUSSE,KONDAR,31360.581,1493.3609999999999,45.0,20.0,3.0,42.0,8.0,21.0
15210,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-04-01,SOUSSE,KONDAR,43307.469,1493.3609999999999,21.0,45.0,20.0,3.0,42.0,29.0
5695,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-05-01,SOUSSE,KONDAR,44800.83,1493.361,29.0,21.0,45.0,20.0,3.0,30.0
2975,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-05-01,SOUSSE,KONDAR,29867.22,1493.361,30.0,29.0,21.0,45.0,20.0,20.0
572,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-06-01,SOUSSE,KONDAR,37964.275,1518.5710000000001,20.0,30.0,29.0,21.0,45.0,25.0
19613,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-06-01,SOUSSE,KONDAR,51530.574,1515.605117647059,25.0,20.0,30.0,29.0,21.0,34.0
445,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-07-01,SOUSSE,KONDAR,35796.878,1556.386,34.0,25.0,20.0,30.0,29.0,23.0
4428,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-07-01,SOUSSE,KONDAR,60699.054,1556.386,23.0,34.0,25.0,20.0,30.0,39.0
1863,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-08-01,SOUSSE,KONDAR,57586.282,1556.386,39.0,23.0,34.0,25.0,20.0,37.0
15285,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-08-01,SOUSSE,KONDAR,48247.966,1556.386,37.0,39.0,23.0,34.0,25.0,31.0
12918,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-09-01,SOUSSE,KONDAR,25708.912,1606.807,31.0,37.0,39.0,23.0,34.0,16.0
10248,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KONDAR,2018-09-01,SOUSSE,KONDAR,6427.228,1606.807,16.0,31.0,37.0,39.0,23.0,4.0
11508,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-09-01,SOUSSE,KONDAR,49508.491,1597.0480967741937,4.0,16.0,31.0,37.0,39.0,31.0
644,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-10-01,SOUSSE,KONDAR,57845.052,1606.807,31.0,4.0,16.0,31.0,37.0,36.0
3390,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2018-10-01,SOUSSE,KONDAR,19281.684,1606.807,36.0,31.0,4.0,16.0,31.0,12.0
2044,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-11-01,SOUSSE,KONDAR,77126.736,1606.807,12.0,36.0,31.0,4.0,16.0,48.0
15318,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KONDAR,2018-12-01,SOUSSE,KONDAR,16068.07,1606.807,48.0,12.0,36.0,31.0,4.0,10.0
15323,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2018-12-01,SOUSSE,KONDAR,73890.427,1606.3136304347825,10.0,48.0,12.0,36.0,31.0,46.0
18117,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-01-01,SOUSSE,KONDAR,59395.878,1605.2939999999999,46.0,10.0,48.0,12.0,36.0,37.0
432,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2019-01-01,SOUSSE,KONDAR,16052.94,1605.294,37.0,46.0,10.0,48.0,12.0,10.0
14540,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2019-02-01,SOUSSE,KONDAR,16052.94,1605.294,10.0,37.0,46.0,10.0,48.0,10.0
11780,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-02-01,SOUSSE,KONDAR,57790.584,1605.294,10.0,10.0,37.0,46.0,10.0,36.0
18733,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-03-01,SOUSSE,KONDAR,59395.878,1605.2939999999999,36.0,10.0,10.0,37.0,46.0,37.0
13328,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2019-03-01,SOUSSE,KONDAR,25684.704,1605.294,37.0,36.0,10.0,10.0,37.0,16.0
15958,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-04-01,SOUSSE,KONDAR,95237.88,1670.8400000000001,16.0,37.0,36.0,10.0,10.0,57.0
21251,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-05-01,SOUSSE,KONDAR,83542.0,1670.84,57.0,16.0,37.0,36.0,10.0,50.0
4931,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-06-01,SOUSSE,KONDAR,88554.52,1670.8400000000001,50.0,57.0,16.0,37.0,36.0,53.0
9430,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-07-01,SOUSSE,KONDAR,93510.313,1669.8270178571427,53.0,50.0,57.0,16.0,37.0,56.0
16276,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KONDAR,2019-07-01,SOUSSE,KONDAR,5006.217,1668.7389999999998,56.0,53.0,50.0,57.0,16.0,3.0
17538,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-08-01,SOUSSE,KONDAR,100124.34,1668.739,3.0,56.0,53.0,50.0,57.0,60.0
982,SKHIRA,SSP SUPER SANS PLOMB,KONDAR,2019-09-01,SOUSSE,KONDAR,21693.607,1668.739,60.0,3.0,56.0,53.0,50.0,13.0
13568,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-09-01,SOUSSE,KONDAR,66749.56,1668.739,13.0,60.0,3.0,56.0,53.0,40.0
10517,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-10-01,SOUSSE,KONDAR,78430.733,1668.7389999999998,40.0,13.0,60.0,3.0,56.0,47.0
13605,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-11-01,SOUSSE,KONDAR,86774.428,1668.739,47.0,40.0,13.0,60.0,3.0,52.0
14966,GOULETTE,SSP SUPER SANS PLOMB,KONDAR,2019-12-01,SOUSSE,KONDAR,91780.645,1668.739,52.0,47.0,40.0,13.0,60.0,55.0
16390,GOULETTE,GASOIL,KORBA,2018-01-01,NABEUL,KORBA,215982.2,1079.911,0.0,0.0,0.0,0.0,0.0,200.0
9663,BIZERTE CARBURANT,GASOIL,KORBA,2018-01-01,NABEUL,KORBA,6479.466,1079.911,200.0,0.0,0.0,0.0,0.0,6.0
5517,GOULETTE,GASOIL,KORBA,2018-02-01,NABEUL,KORBA,59395.105,1079.911,6.0,200.0,0.0,0.0,0.0,55.0
11033,GOULETTE,GASOIL,KORBA,2018-02-01,NABEUL,KORBA,129589.32,1079.911,55.0,6.0,200.0,0.0,0.0,120.0
19178,SKHIRA,GASOIL,KORBA,2018-03-01,NABEUL,KORBA,31317.419,1079.911,120.0,55.0,6.0,200.0,0.0,29.0
11117,GOULETTE,GASOIL,KORBA,2018-03-01,NABEUL,KORBA,217062.111,1079.911,29.0,120.0,55.0,6.0,200.0,201.0
7130,SKHIRA,GASOIL,KORBA,2018-04-01,NABEUL,KORBA,40469.724,1124.159,201.0,29.0,120.0,55.0,6.0,36.0
11141,GOULETTE,GASOIL,KORBA,2018-04-01,NABEUL,KORBA,195603.666,1124.1589999999999,36.0,201.0,29.0,120.0,55.0,174.0
12608,SKHIRA,GASOIL,KORBA,2018-05-01,NABEUL,KORBA,22483.18,1124.159,174.0,36.0,201.0,29.0,120.0,20.0
20605,GOULETTE,GASOIL,KORBA,2018-05-01,NABEUL,KORBA,218086.846,1124.1589999999999,20.0,174.0,36.0,201.0,29.0,194.0
3017,BIZERTE CARBURANT,GASOIL,KORBA,2018-05-01,NABEUL,KORBA,28103.975,1124.1589999999999,194.0,20.0,174.0,36.0,201.0,25.0
19588,GOULETTE,GASOIL,KORBA,2018-06-01,NABEUL,KORBA,186556.517,1144.518509202454,25.0,194.0,20.0,174.0,36.0,163.0
19750,SKHIRA,GASOIL,KORBA,2018-06-01,NABEUL,KORBA,89011.842,1141.1774615384616,163.0,25.0,194.0,20.0,174.0,78.0
1800,SKHIRA,GASOIL,KORBA,2018-07-01,NABEUL,KORBA,14286.372,1190.531,78.0,163.0,25.0,194.0,20.0,12.0
8633,GOULETTE,GASOIL,KORBA,2018-07-01,NABEUL,KORBA,296442.219,1190.531,12.0,78.0,163.0,25.0,194.0,249.0
11543,BIZERTE CARBURANT,GASOIL,KORBA,2018-08-01,NABEUL,KORBA,13095.841,1190.531,249.0,12.0,78.0,163.0,25.0,11.0
15479,GOULETTE,GASOIL,KORBA,2018-08-01,NABEUL,KORBA,250011.51,1190.531,11.0,249.0,12.0,78.0,163.0,210.0
3347,GOULETTE,GASOIL,KORBA,2018-09-01,NABEUL,KORBA,148314.554,1256.903,210.0,11.0,249.0,12.0,78.0,118.0
10180,SKHIRA,GASOIL,KORBA,2018-09-01,NABEUL,KORBA,87912.673,1238.206661971831,118.0,210.0,11.0,249.0,12.0,71.0
8901,BIZERTE CARBURANT,GASOIL,KORBA,2018-09-01,NABEUL,KORBA,26394.963,1256.903,71.0,118.0,210.0,11.0,249.0,21.0
21057,SKHIRA,GASOIL,KORBA,2018-10-01,NABEUL,KORBA,59074.441,1256.903,21.0,71.0,118.0,210.0,11.0,47.0
18328,GOULETTE,GASOIL,KORBA,2018-10-01,NABEUL,KORBA,147057.651,1256.903,47.0,21.0,71.0,118.0,210.0,117.0
14348,BIZERTE CARBURANT,GASOIL,KORBA,2018-10-01,NABEUL,KORBA,61588.247,1256.903,117.0,47.0,21.0,71.0,118.0,49.0
17091,BIZERTE CARBURANT,GASOIL,KORBA,2018-11-01,NABEUL,KORBA,16339.739,1256.903,49.0,117.0,47.0,21.0,71.0,13.0
7354,GOULETTE,GASOIL,KORBA,2018-11-01,NABEUL,KORBA,280289.369,1256.903,13.0,49.0,117.0,47.0,21.0,223.0
18493,SKHIRA,GASOIL,KORBA,2018-12-01,NABEUL,KORBA,37707.09,1256.9029999999998,223.0,13.0,49.0,117.0,47.0,30.0
15309,GOULETTE,GASOIL,KORBA,2018-12-01,NABEUL,KORBA,270101.926,1256.2880279069766,30.0,223.0,13.0,49.0,117.0,215.0
19356,BIZERTE CARBURANT,GASOIL,KORBA,2019-01-01,NABEUL,KORBA,25106.2,1255.31,215.0,30.0,223.0,13.0,49.0,20.0
7246,SKHIRA,GASOIL,KORBA,2019-01-01,NABEUL,KORBA,37659.3,1255.3100000000002,20.0,215.0,30.0,223.0,13.0,30.0
16769,GOULETTE,GASOIL,KORBA,2019-01-01,NABEUL,KORBA,208381.46,1255.31,30.0,20.0,215.0,30.0,223.0,166.0
11321,GOULETTE,GASOIL,KORBA,2019-02-01,NABEUL,KORBA,248551.38,1255.31,166.0,30.0,20.0,215.0,30.0,198.0
19863,SKHIRA,GASOIL,KORBA,2019-02-01,NABEUL,KORBA,17574.34,1255.31,198.0,166.0,30.0,20.0,215.0,14.0
17366,SKHIRA,GASOIL,KORBA,2019-03-01,NABEUL,KORBA,65276.12,1255.31,14.0,198.0,166.0,30.0,20.0,52.0
2416,GOULETTE,GASOIL,KORBA,2019-03-01,NABEUL,KORBA,243530.14,1255.3100000000002,52.0,14.0,198.0,166.0,30.0,194.0
2223,GOULETTE,GASOIL,KORBA,2019-04-01,NABEUL,KORBA,333296.5,1333.186,194.0,52.0,14.0,198.0,166.0,250.0
15858,GOULETTE,GASOIL,KORBA,2019-05-01,NABEUL,KORBA,283968.618,1333.1860000000001,250.0,194.0,52.0,14.0,198.0,213.0
20063,BIZERTE CARBURANT,GASOIL,KORBA,2019-05-01,NABEUL,KORBA,51994.254,1333.186,213.0,250.0,194.0,52.0,14.0,39.0
911,GOULETTE,GASOIL,KORBA,2019-06-01,NABEUL,KORBA,323964.198,1333.186,39.0,213.0,250.0,194.0,52.0,243.0
21590,GOULETTE,GASOIL,KORBA,2019-07-01,NABEUL,KORBA,323722.981,1332.1933374485598,243.0,39.0,213.0,250.0,194.0,243.0
21676,BIZERTE CARBURANT,GASOIL,KORBA,2019-07-01,NABEUL,KORBA,55900.866,1330.973,243.0,243.0,39.0,213.0,250.0,42.0
18919,BIZERTE CARBURANT,GASOIL,KORBA,2019-08-01,NABEUL,KORBA,13309.73,1330.973,42.0,243.0,243.0,39.0,213.0,10.0
5164,GOULETTE,GASOIL,KORBA,2019-08-01,NABEUL,KORBA,331412.277,1330.973,10.0,42.0,243.0,243.0,39.0,249.0
6565,GOULETTE,GASOIL,KORBA,2019-09-01,NABEUL,KORBA,342060.061,1330.973,249.0,10.0,42.0,243.0,243.0,257.0
17567,SKHIRA,GASOIL,KORBA,2019-09-01,NABEUL,KORBA,5323.892,1330.973,257.0,249.0,10.0,42.0,243.0,4.0
11915,GOULETTE,GASOIL,KORBA,2019-10-01,NABEUL,KORBA,342060.061,1330.973,4.0,257.0,249.0,10.0,42.0,257.0
1301,GOULETTE,GASOIL,KORBA,2019-11-01,NABEUL,KORBA,332743.25,1330.973,257.0,4.0,257.0,249.0,10.0,250.0
13630,GOULETTE,GASOIL,KORBA,2019-12-01,NABEUL,KORBA,338067.142,1330.973,250.0,257.0,4.0,257.0,249.0,254.0
2783,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-01-01,NABEUL,KORBA,74261.936,1326.106,0.0,0.0,0.0,0.0,0.0,56.0
8316,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-02-01,NABEUL,KORBA,15913.272,1326.106,56.0,0.0,0.0,0.0,0.0,12.0
16458,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-02-01,NABEUL,KORBA,19891.59,1326.106,12.0,56.0,0.0,0.0,0.0,15.0
116,SKHIRA,GASOIL 50,KORBA,2018-02-01,NABEUL,KORBA,29174.332,1326.106,15.0,12.0,56.0,0.0,0.0,22.0
8341,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-03-01,NABEUL,KORBA,82218.572,1326.106,22.0,15.0,12.0,56.0,0.0,62.0
11125,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-04-01,NABEUL,KORBA,73999.116,1370.3539999999998,62.0,22.0,15.0,12.0,56.0,54.0
13946,SKHIRA,GASOIL 50,KORBA,2018-05-01,NABEUL,KORBA,5481.416,1370.354,54.0,62.0,22.0,15.0,12.0,4.0
265,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-05-01,NABEUL,KORBA,84961.948,1370.354,4.0,54.0,62.0,22.0,15.0,62.0
6023,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-06-01,NABEUL,KORBA,90267.706,1388.7339384615386,62.0,4.0,54.0,62.0,22.0,65.0
14111,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-07-01,NABEUL,KORBA,106317.724,1436.726,65.0,62.0,4.0,54.0,62.0,74.0
10067,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-08-01,NABEUL,KORBA,83330.108,1436.7259999999999,74.0,65.0,62.0,4.0,54.0,58.0
18220,SKHIRA,GASOIL 50,KORBA,2018-08-01,NABEUL,KORBA,33044.698,1436.7259999999999,58.0,74.0,65.0,62.0,4.0,23.0
16907,SKHIRA,GASOIL 50,KORBA,2018-09-01,NABEUL,KORBA,20592.037,1470.8597857142856,23.0,58.0,74.0,65.0,62.0,14.0
10249,BIZERTE CARBURANT,GASOIL 50,KORBA,2018-09-01,NABEUL,KORBA,70021.681,1489.8229999999999,14.0,23.0,58.0,74.0,65.0,47.0
