CATPRD,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD)
CARBURANT,SKHIRA,GASOIL 50,207724,19-Jan,22,25,5952.92,4
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153260,18-Dec,14,27,67026.105,45
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155770,19-Jan,6,40,163739.988,102
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153950,18-Dec,17,67,99588.748,62
CARBURANT,GOULETTE,GASOIL,154100,18-Dec,11,28,20110.448,16
CARBURANT,SKHIRA,GASOIL,155760,19-Jan,3,97,66531.43,53
CARBURANT,SKHIRA,GASOIL 50,155090,19-Jan,13,12,20835.22,14
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154690,18-Dec,24,2,36956.561,23
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155300,18-Dec,7,23,32761.769,22
CARBURANT,SKHIRA,GASOIL,153560,19-Jan,16,35,859887.35,685
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,153020,18-Dec,15,8,9640.842,6
CARBURANT,SKHIRA,GASOIL 50,153420,18-Dec,11,50,34254.778,23
CARBURANT,SKHIRA,GASOIL,210381,19-Jan,17,79,30091.44,24
CARBURANT,SKHIRA,GASOIL 50,154560,19-Jan,13,43,25299.91,17
CARBURANT,SKHIRA,GASOIL,153180,19-Jan,17,67,90382.32,72
CARBURANT,SKHIRA,GASOIL 50,154470,18-Dec,18,34,55097.963,37
CARBURANT,SKHIRA,GASOIL 50,153880,19-Jan,21,1,7441.15,5
CARBURANT,SKHIRA,GASOIL,150990,19-Jan,18,42,126786.31,101
CARBURANT,GOULETTE,GASOIL,560162,18-May,1,49,3372.477,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154620,19-Jan,21,22,59395.878,37
CARBURANT,SKHIRA,GASOIL 50,153950,18-Dec,17,67,58088.76,39
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154250,18-Dec,14,28,104404.63,65
CARBURANT,BIZERTE CARBURANT,AGILIX PREMIUM ESSENCE,152930,18-Dec,1,40,3499.328,2
CARBURANT,BIZERTE CARBURANT,FOL,203431,19-Jan,6,5,74116.509,117.96
CARBURANT,GOULETTE,GASOIL,204231,18-Dec,1,50,6284.515,5
CARBURANT,GOULETTE,GASOIL,150300,18-Dec,1,43,99257.105,79
CARBURANT,GOULETTE,GASOIL,206081,18-Dec,1,41,100460.074,80
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563011,18-Dec,1,43,74475.22,50
CARBURANT,SKHIRA,FOL,207131,19-Jan,15,17,349111.143,554.48
CARBURANT,GOULETTE,GASOIL,208441,18-Dec,4,68,12561.065,10
CARBURANT,SKHIRA,FOL,201781,18-Dec,3,99,24290.701,38.58
CARBURANT,ZARZIS,GASOIL,563741,18-May,22,14,22483.18,20
CARBURANT,SKHIRA,GASOIL,201651,19-Feb,15,38,0,0
CARBURANT,BIZERTE CARBURANT,GASOIL,218401,18-Dec,6,40,80405.153,64
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155620,18-Dec,14,8,43383.789,27
CARBURANT,BIZERTE CARBURANT,AGILIX PREMIUM ESSENCE,151770,18-Jul,14,28,16992.44,10
CARBURANT,SKHIRA,GASOIL,155730,18-Dec,13,51,61559.573,49
CARBURANT,GOULETTE,GASOIL,219811,18-Dec,13,25,16339.739,13
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153240,18-Dec,4,21,72972.653,49
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155780,19-Jan,7,57,6421.176,4
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154730,19-Jan,14,14,41737.644,26
CARBURANT,BIZERTE CARBURANT,PETROLE,150750,19-Jan,12,1,26610.511,37
CARBURANT,SKHIRA,GASOIL,211491,19-Jan,23,36,13775.41,11
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152650,18-Dec,13,18,44981.518,28
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,563741,18-Dec,19,44,9640.842,6
CARBURANT,SKHIRA,GASOIL,223511,18-May,20,15,17986.544,16
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153640,19-Jan,3,36,59395.878,37
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155620,18-Dec,14,8,49146.636,33
CARBURANT,SKHIRA,GASOIL,563741,19-Jan,23,62,53978.33,43
CARBURANT,SKHIRA,GASOIL,206192,18-Dec,17,67,785584.387,626
CARBURANT,GOULETTE,GASOIL,215881,18-Dec,13,25,7541.418,6
CARBURANT,BIZERTE CARBURANT,PETROLE,153470,19-Jan,10,24,4315.218,6
CARBURANT,BIZERTE CARBURANT,PETROLE,152360,19-Jan,10,35,4315.218,6
CARBURANT,GOULETTE,GASOIL,155630,19-Jan,14,28,453166.91,361
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155640,19-Jan,15,16,150897.636,94
CARBURANT,GOULETTE,GASOIL,560332,19-Jan,4,36,5021.24,4
CARBURANT,GOULETTE,GASOIL,155740,19-Jan,3,52,89127.01,71
CARBURANT,GOULETTE,GASOIL,210041,19-Jan,22,25,17336.34,14
CARBURANT,GOULETTE,GASOIL,211312,19-Jan,4,35,38480.61,31
CARBURANT,GOULETTE,GASOIL,435582,19-Jan,11,6,6276.55,5
CARBURANT,GOULETTE,PETROLE,155630,19-Jan,14,28,7911.233,11
CARBURANT,SKHIRA,GASOIL,563741,18-Dec,23,62,46483.109,37
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154620,19-Jan,21,22,13394.07,9
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154730,19-Jan,14,14,72923.27,49
CARBURANT,GOULETTE,GASOIL,206081,19-Jan,3,52,193207.784,154
CARBURANT,BIZERTE CARBURANT,WHITE SPIRIT,222081,19-Jan,17,67,6428.57,5
CARBURANT,ZARZIS,GASOIL,153900,18-Dec,17,67,26394.963,21
CARBURANT,GOULETTE,GASOIL,225991,19-Jan,14,28,150637.2,120
CARBURANT,SKHIRA,FOL,225031,19-Jan,4,26,24227.739,38.48
CARBURANT,SKHIRA,GASOIL,200011,19-Jan,23,65,29933.553,24
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154450,19-Jan,3,52,110129.02,74
CARBURANT,GOULETTE,GASOIL,201831,19-Jan,1,82,284955.37,227
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155090,18-Dec,13,12,16068.07,10
CARBURANT,SKHIRA,GASOIL,150460,19-Jan,23,37,47701.78,38
CARBURANT,SKHIRA,GASOIL,153930,19-Jan,13,19,65276.12,52
CARBURANT,SKHIRA,GASOIL,436042,19-Jan,13,25,50212.4,40
CARBURANT,SKHIRA,GASOIL,153480,19-Jan,18,22,28872.13,23
CARBURANT,SKHIRA,FOL,205291,19-Jan,13,43,106216.726,168.7
CARBURANT,ZARZIS,GASOIL,208711,18-Dec,17,61,5027.612,4
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,563741,19-Jan,22,54,4815.882,3
CARBURANT,SKHIRA,GASOIL,152650,18-Dec,13,18,103043.744,82
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,151330,18-Dec,18,34,19281.684,12
CARBURANT,SKHIRA,GASOIL,204852,19-Jan,18,42,158169.06,126
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153020,19-May,15,8,110275.44,66
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153130,19-May,10,31,113617.12,68
CARBURANT,GOULETTE,GASOIL,155510,19-Feb,3,21,321359.36,256
CARBURANT,BIZERTE CARBURANT,GASOIL,153800,18-Jul,11,13,26191.682,22
CARBURANT,GOULETTE,GASOIL,155640,19-Feb,15,16,134318.17,107
CARBURANT,SKHIRA,GASOIL 50,155830,19-Jan,3,97,7441.15,5
CARBURANT,SKHIRA,GASOIL,150300,19-Jan,1,43,16319.03,13
CARBURANT,SKHIRA,GASOIL,155670,19-Jan,7,33,15063.72,12
CARBURANT,BIZERTE CARBURANT,GASOIL,153640,18-Dec,3,36,18853.545,15
CARBURANT,SKHIRA,GASOIL 50,155460,18-Jul,19,45,10057.082,7
CARBURANT,SKHIRA,GASOIL,154980,18-Jul,16,13,211914.518,178
CARBURANT,BIZERTE CARBURANT,GASOIL 50,673612,18-Dec,6,1,26816.814,18
CARBURANT,SKHIRA,GASOIL,155520,18-Jul,17,38,346444.521,291
CARBURANT,SKHIRA,GASOIL,153890,18-Dec,17,1,22614.696,18
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153170,18-Jul,22,3,63811.826,41
CARBURANT,GOULETTE,GASOIL,436122,19-Jan,11,6,20084.96,16
CARBURANT,SKHIRA,GASOIL,204011,18-Jul,19,44,11865.31,10
CARBURANT,SKHIRA,GASOIL,151330,18-Jul,18,34,185722.836,156
CARBURANT,SKHIRA,GASOIL,203691,18-Jul,16,2,346444.521,291
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563071,18-Jul,1,75,387916.02,270
CARBURANT,GOULETTE,GASOIL,221761,19-Jan,10,14,19892.96,16
CARBURANT,GOULETTE,GASOIL,671212,19-Jan,7,23,12553.1,10
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155560,19-Jan,15,19,43342.938,27
CARBURANT,SKHIRA,GASOIL,154940,18-Dec,21,49,110551.709,88
CARBURANT,SKHIRA,GASOIL,154740,18-Jul,11,54,79765.577,67
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153130,18-Jul,10,31,133849.196,86
CARBURANT,SKHIRA,GASOIL,216011,18-Jul,21,2,20188.027,17
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155360,18-Jul,16,38,60699.054,39
CARBURANT,SKHIRA,GASOIL,153340,18-Jul,16,15,161912.216,136
CARBURANT,BIZERTE CARBURANT,GASOIL,214831,18-Jul,6,15,5952.655,5
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152590,18-Jul,5,37,214781.268,138
CARBURANT,BIZERTE CARBURANT,B.T.S,209381,18-May,21,2,3162.68,0
CARBURANT,SKHIRA,GASOIL,152650,18-Jul,13,18,38096.992,32
CARBURANT,SKHIRA,GASOIL 50,152650,18-Jul,13,18,11493.808,8
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,151140,19-Jan,1,75,223135.866,139
CARBURANT,GOULETTE,GASOIL,155720,19-Jan,3,97,263615.1,210
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153210,18-Jul,16,44,48247.966,31
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153380,19-Jan,1,43,255241.746,159
CARBURANT,GOULETTE,GASOIL,224951,19-Jan,8,9,12553.1,10
CARBURANT,GOULETTE,GASOIL 50,153990,19-May,2,13,172855.527,111
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154010,19-Jan,14,21,59395.878,37
CARBURANT,GOULETTE,GASOIL,152290,19-Jan,4,26,247296.07,197
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152290,19-Jan,4,26,134844.696,84
CARBURANT,GOULETTE,GASOIL,226611,19-Jan,2,42,7531.86,6
CARBURANT,GOULETTE,GASOIL,436152,19-Jan,11,53,5021.24,4
CARBURANT,SKHIRA,GASOIL,207531,18-Dec,17,80,7520.418,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152860,19-Jan,14,25,96317.64,60
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153770,19-Jan,4,47,43342.938,27
CARBURANT,GOULETTE,GASOIL,154970,19-Jan,9,8,90382.32,72
CARBURANT,GOULETTE,GASOIL,205511,19-Jan,5,12,7522.86,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155740,18-Jul,3,52,127623.652,82
CARBURANT,GOULETTE,GASOIL,200391,18-Jul,4,21,16667.434,14
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153880,19-Jan,21,1,24079.41,15
CARBURANT,GOULETTE,GASOIL,214481,19-Jan,5,19,32521.06,26
CARBURANT,GOULETTE,GASOIL,567832,18-Dec,3,54,10055.224,8
CARBURANT,SKHIRA,GASOIL,219921,19-Jan,17,13,5021.24,4
CARBURANT,GOULETTE,GASOIL,151770,19-Jan,14,28,116743.83,93
CARBURANT,SKHIRA,GASOIL 50,201742,18-Jul,23,68,28534.52,20
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154210,19-Jan,13,39,4815.882,3
CARBURANT,BIZERTE CARBURANT,GASOIL 50,209931,19-Jan,7,33,10417.61,7
CARBURANT,SKHIRA,FOL,214601,19-Jan,16,2,12176.831,19.34
CARBURANT,BIZERTE CARBURANT,FOL,226721,18-Jul,5,13,25228.515,43.76
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152170,18-Jul,4,6,51360.738,33
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154630,19-Jan,19,46,11237.058,7
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151770,19-Jan,14,28,50599.82,34
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154000,19-Jan,4,35,120397.05,75
CARBURANT,GOULETTE,AGILIX PREMIUM ESSENCE,154000,19-Jan,4,35,10497.984,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155160,19-Jan,22,14,12842.352,8
CARBURANT,SKHIRA,GASOIL,153630,18-Jul,12,28,51192.833,43
CARBURANT,BIZERTE CARBURANT,GASOIL,153750,18-Aug,6,62,159531.154,134
CARBURANT,BIZERTE CARBURANT,AGILIX PREMIUM GASOIL,154000,18-Dec,4,35,4894.248,3
CARBURANT,ZARZIS,GASOIL,563741,18-Dec,23,37,38963.993,31
CARBURANT,GOULETTE,GASOIL,154640,19-Jan,19,44,12553.1,10
CARBURANT,GOULETTE,GASOIL,211421,18-Jul,15,30,208342.925,175
CARBURANT,SKHIRA,FOL,245870,18-Jul,15,28,13894.132,24.1
CARBURANT,GOULETTE,PETROLE,154280,19-Jan,17,67,5034.421,7
CARBURANT,GOULETTE,GASOIL,153470,19-Jan,10,24,87871.7,70
CARBURANT,SKHIRA,FOL,204171,18-Jul,4,48,166487.446,288.78
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153550,18-Jul,8,1,35918.15,25
CARBURANT,SKHIRA,GASOIL 50,155550,18-Jul,19,81,12930.534,9
CARBURANT,GOULETTE,GASOIL,211561,18-Jul,4,38,32144.337,27
CARBURANT,BIZERTE CARBURANT,GASOIL,214741,19-Jan,4,2,8787.17,7
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152800,19-Jan,14,13,59395.878,37
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154760,19-Jan,4,24,57790.584,36
CARBURANT,SKHIRA,FOL,220631,18-Jul,21,72,83353.262,144.58
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,150470,19-Feb,6,1,194240.574,121
CARBURANT,BIZERTE CARBURANT,GASOIL,150470,19-Feb,6,1,97914.18,78
CARBURANT,GOULETTE,GASOIL,567832,18-Jul,3,54,17857.965,15
CARBURANT,GOULETTE,GASOIL,154900,18-Jul,7,32,179770.181,151
CARBURANT,SKHIRA,FOL,219041,18-Jul,17,67,8313.418,14.42
CARBURANT,SKHIRA,GASOIL,155290,18-Jul,20,31,64288.674,54
CARBURANT,SKHIRA,GASOIL,154340,18-Jul,17,55,114290.976,96
CARBURANT,SKHIRA,GASOIL,211311,18-Jul,23,91,72014.922,62
CARBURANT,SKHIRA,FOL,241301,18-Jul,22,47,8336.479,14.46
CARBURANT,GOULETTE,GASOIL,154260,18-Jul,1,47,297632.75,250
CARBURANT,GOULETTE,GASOIL,153570,18-Jul,10,3,122624.693,103
CARBURANT,SKHIRA,GASOIL,205951,18-Jul,20,33,47501.24,40
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155600,19-Feb,3,17,168555.87,105
CARBURANT,GOULETTE,GASOIL,244620,18-Jul,2,61,152067.968,128
CARBURANT,BIZERTE CARBURANT,GASOIL,670762,19-Jan,6,40,12553.1,10
CARBURANT,SKHIRA,GASOIL,563741,18-Nov,23,37,55303.732,44
CARBURANT,SKHIRA,GASOIL,244330,18-Jul,17,67,49960.302,42
CARBURANT,ZARZIS,GASOIL,205331,18-Jul,23,91,73812.922,62
CARBURANT,BIZERTE CARBURANT,GASOIL 50,220771,18-Aug,1,40,38791.602,27
CARBURANT,GOULETTE,GASOIL,153260,19-Jan,14,27,46446.47,37
CARBURANT,SKHIRA,GASOIL 50,154640,18-Jul,19,44,20114.164,14
CARBURANT,BIZERTE CARBURANT,FOL,244840,18-Jul,7,33,38177.155,66.22
CARBURANT,GOULETTE,GASOIL,154430,18-Jul,8,33,67860.267,57
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154520,19-Jan,4,11,120397.05,75
CARBURANT,ZARZIS,GASOIL,210041,18-Aug,23,34,14082.372,12
CARBURANT,GOULETTE,GASOIL,155380,18-Nov,2,12,115635.076,92
CARBURANT,BIZERTE CARBURANT,GASOIL 50,209931,18-Aug,6,45,20114.164,14
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153780,19-Jan,5,25,84974.582,53
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153180,19-Jan,17,67,46553.526,29
CARBURANT,BIZERTE CARBURANT,PETROLE,154470,19-Jan,18,34,2157.609,3
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154160,18-Nov,3,22,237807.436,148
CARBURANT,SKHIRA,FOL,223491,18-Nov,23,36,242818.864,385.66
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153490,19-Jan,11,42,9631.764,6
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152440,19-Jan,14,6,6421.176,4
CARBURANT,BIZERTE CARBURANT,GASOIL,154380,18-Aug,7,33,40478.054,34
CARBURANT,BIZERTE CARBURANT,GASOIL 50,671732,18-Jul,10,3,7183.63,5
CARBURANT,SKHIRA,GASOIL 50,437882,18-Jul,20,15,20114.164,14
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153820,19-Jan,4,48,19263.528,12
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155820,18-Jul,14,39,163420.53,105
CARBURANT,GOULETTE,GASOIL,568262,18-Jul,2,42,4762.124,4
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155240,18-Jul,7,7,66924.598,43
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153410,18-Jul,14,27,114938.08,80
CARBURANT,SKHIRA,GASOIL,219041,18-Jul,13,25,14286.372,12
CARBURANT,SKHIRA,GASOIL,200691,18-Jul,12,15,10714.779,9
CARBURANT,BIZERTE CARBURANT,AGILIX PREMIUM ESSENCE,155330,18-Jul,1,90,16992.44,10
CARBURANT,SKHIRA,GASOIL 50,563081,18-Jul,23,80,12930.534,9
CARBURANT,SKHIRA,FOL,223491,18-Jul,23,36,125024.128,216.86
CARBURANT,GOULETTE,GASOIL,567742,18-Jul,3,53,47621.24,40
CARBURANT,SKHIRA,GASOIL,151560,18-Jul,4,42,11905.31,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,207721,18-Jul,1,13,14367.26,10
CARBURANT,BIZERTE CARBURANT,GASOIL 50,673312,18-Jul,10,31,22987.616,16
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,563841,18-Jul,1,90,49804.352,32
CARBURANT,BIZERTE CARBURANT,GASOIL 50,211551,18-Jul,6,1,187554.665,131
CARBURANT,SKHIRA,GASOIL,153670,18-Nov,21,5,59074.441,47
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153670,18-Nov,21,5,17674.877,11
CARBURANT,SKHIRA,GASOIL,208711,18-Jul,17,39,28572.744,24
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155420,18-Nov,12,77,20888.491,13
CARBURANT,GOULETTE,GASOIL,563741,18-Jul,1,41,15476.903,13
CARBURANT,SKHIRA,GASOIL,435582,18-Dec,11,55,6284.515,5
CARBURANT,SKHIRA,GASOIL 50,153780,18-Jul,5,25,7173.63,5
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154360,18-Jul,5,34,7781.93,5
CARBURANT,GOULETTE,GASOIL,227551,18-Jul,15,19,38096.992,32
CARBURANT,GOULETTE,GASOIL,568332,18-Jul,5,37,5952.655,5
CARBURANT,SKHIRA,GASOIL,154710,18-Nov,17,67,80441.792,64
CARBURANT,GOULETTE,GASOIL,214961,18-Jul,3,52,5952.655,5
CARBURANT,SKHIRA,GASOIL,221741,18-Jul,19,44,73254.922,62
CARBURANT,SKHIRA,GASOIL,209531,18-Dec,17,55,50204.26,40
CARBURANT,GOULETTE,GASOIL,201871,18-Jul,8,9,17790.465,15
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153480,18-Dec,18,22,20880.926,13
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,221871,18-Jul,17,44,6225.544,4
CARBURANT,GOULETTE,GASOIL,155700,18-Jul,17,67,8333.717,7
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152930,18-Aug,1,40,186766.32,120
CARBURANT,BIZERTE CARBURANT,GASOIL,205541,18-Jul,14,28,10527.579,9
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155670,18-Aug,7,33,143187.512,92
CARBURANT,GOULETTE,GASOIL,155130,18-Aug,1,65,246439.917,207
CARBURANT,GOULETTE,GASOIL,154970,18-Aug,9,8,114290.976,96
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154900,18-Aug,7,32,45135.194,29
CARBURANT,GOULETTE,GASOIL,152360,18-Aug,10,35,29763.275,25
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151350,18-Aug,1,43,25861.068,18
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154560,18-Jul,13,43,10894.702,7
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154450,18-Aug,3,52,81893.382,57
CARBURANT,GOULETTE,GASOIL,153820,18-Nov,4,48,41477.799,33
CARBURANT,GOULETTE,GASOIL,154110,18-Nov,4,2,198590.674,158
CARBURANT,BIZERTE CARBURANT,FOL,229941,18-Jul,15,35,5834.382,10.12
CARBURANT,SKHIRA,GASOIL,205541,18-Nov,15,19,11124.927,9
CARBURANT,GOULETTE,GASOIL,204011,18-Jul,2,42,8305.717,7
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155570,18-Nov,15,38,125330.946,78
CARBURANT,GOULETTE,GASOIL,213581,18-Nov,3,38,40220.896,32
CARBURANT,GOULETTE,GASOIL,202091,18-Nov,4,70,128102.106,102
CARBURANT,SKHIRA,GASOIL,214481,18-Jul,5,37,17790.465,15
CARBURANT,GOULETTE,GASOIL,153780,18-Aug,5,25,382706.982,322
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154760,18-Nov,4,24,77126.736,48
CARBURANT,GOULETTE,GASOIL,154270,18-Nov,17,30,8798.321,7
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155240,18-Aug,7,7,34481.424,24
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,154670,18-Aug,6,8,80932.072,52
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155830,18-Aug,3,97,62255.44,40
CARBURANT,GOULETTE,GASOIL,155360,18-Aug,16,38,36906.461,31
CARBURANT,GOULETTE,GASOIL,561302,18-Jul,3,21,3571.593,3
CARBURANT,SKHIRA,GASOIL,152440,18-Aug,14,6,27382.213,23
CARBURANT,SKHIRA,GASOIL,152860,18-Aug,14,25,160721.685,135
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154980,18-Aug,16,13,227232.356,146
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,150460,18-Aug,23,37,208555.724,134
CARBURANT,BIZERTE CARBURANT,PETROLE,152650,18-Nov,13,18,3603.98,5
CARBURANT,GOULETTE,GASOIL,153890,18-Jul,17,1,3571.593,3
CARBURANT,SKHIRA,GASOIL,150810,18-Aug,13,25,215486.111,181
CARBURANT,SKHIRA,GASOIL,201651,18-Aug,17,5,9460.248,8
CARBURANT,GOULETTE,GASOIL,225261,18-Aug,8,22,38096.992,32
CARBURANT,BIZERTE CARBURANT,GASOIL,563741,18-Jul,6,15,25001.151,21
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153630,18-Aug,12,28,51360.738,33
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155690,18-Aug,21,2,104277.862,67
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155460,18-Aug,19,45,12451.088,8
CARBURANT,SKHIRA,GASOIL 50,153560,18-Aug,16,35,165223.49,115
CARBURANT,GOULETTE,GASOIL,155630,18-Aug,14,28,298823.281,251
CARBURANT,SKHIRA,GASOIL,207541,18-Aug,17,17,15437.903,13
CARBURANT,SKHIRA,GASOIL,219811,18-Aug,13,2,21429.558,18
CARBURANT,SKHIRA,GASOIL 50,151030,18-Aug,21,1,137925.696,96
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153130,18-Aug,10,31,60699.054,39
CARBURANT,SKHIRA,GASOIL 50,563741,18-Nov,12,15,50653.982,34
CARBURANT,SKHIRA,GASOIL,436472,18-Nov,19,45,3770.709,3
CARBURANT,GOULETTE,AGILIX PREMIUM ESSENCE,155330,18-Jul,1,90,5097.732,3
CARBURANT,SKHIRA,GASOIL,563741,18-Jul,23,50,5952.655,5
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563741,18-Jul,11,13,14367.26,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,563741,18-Jul,19,44,9338.316,6
CARBURANT,GOULETTE,GASOIL,212821,18-Aug,3,15,26125.682,22
CARBURANT,BIZERTE CARBURANT,GASOIL 50,218401,18-Aug,6,40,22987.616,16
CARBURANT,SKHIRA,GASOIL,244330,18-Aug,17,67,57097.488,48
CARBURANT,SKHIRA,GASOIL,203451,18-Aug,22,98,23810.62,20
CARBURANT,GOULETTE,GASOIL,155270,18-Aug,3,16,83337.17,70
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153460,18-Aug,10,7,43578.808,28
CARBURANT,SKHIRA,GASOIL 50,155500,18-Aug,2,93,37354.876,26
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154100,18-Aug,11,28,24902.176,16
CARBURANT,BIZERTE CARBURANT,B.T.S,209381,18-Jul,21,2,81463.917,0
CARBURANT,GOULETTE,GASOIL,154310,18-Aug,4,22,28572.744,24
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152860,18-Aug,14,25,41665.054,29
CARBURANT,SKHIRA,GASOIL 50,154820,18-Aug,15,98,21550.89,15
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152590,18-Aug,5,37,53158.862,37
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155640,18-Aug,15,16,239683.444,154
CARBURANT,SKHIRA,GASOIL,152370,18-Aug,17,18,185722.836,156
CARBURANT,SKHIRA,GASOIL,155090,18-Aug,13,12,70241.329,59
CARBURANT,GOULETTE,GASOIL,211591,18-Aug,8,33,20208.427,17
CARBURANT,ZARZIS,GASOIL 50,154940,18-Jul,21,49,2873.452,2
CARBURANT,SKHIRA,GASOIL,202051,18-Aug,17,67,28572.744,24
CARBURANT,SKHIRA,GASOIL,201571,18-Aug,20,15,49666.302,42
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,154240,18-Aug,16,25,17120.246,11
CARBURANT,BIZERTE CARBURANT,GASOIL,220771,18-Aug,1,40,2381.062,2
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154110,18-Aug,4,2,31607.972,22
CARBURANT,SKHIRA,GASOIL 50,208711,18-Jul,17,39,7183.63,5
CARBURANT,GOULETTE,GASOIL,155050,18-Aug,23,37,14286.372,12
