NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
GOULETTE,GASOIL,PORT DE RADES,18-Nov,BEN AROUS,RADES,153342.166,122.0,1256.903
SKHIRA,GASOIL,GROMBALIA,18-May,NABEUL,GROMBALIA,35973.088,32.0,1124.159
GOULETTE,GASOIL,S. LAHED .S,18-May,SOUSSE,SOUSSE,123657.49,110.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,M. HAYET PK156,18-Apr,MONASTIR,MENZEL EL HAYET,134402.49,90.0,1493.361
BIZERTE CARBURANT,GASOIL,GUEBELLAT,18-Apr,BEJA,GOUBELLAT,6744.954,6.0,1124.159
BIZERTE CARBURANT,GASOIL 50,KALAA EL KEBIRA,18-May,SOUSSE,KALAA KBIRA,63036.284,46.0,1370.354
SKHIRA,GASOIL 50,TOUZA,18-Apr,MONASTIR,TOUZA,4111.062,3.0,1370.354
SKHIRA,GASOIL 50,POUDRIERE SFAX2,18-May,SFAX,SFAX,58925.222,43.0,1370.354
SKHIRA,GASOIL,BORJ CEDRIA,18-Apr,BEN AROUS,BORJ CEDRIA,38221.406,34.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,BEN GUERDANE,18-Aug,MEDENINE,BEN GUERDENE,319059.13,205.0,1556.386
BIZERTE CARBURANT,GASOIL 50,NABEUL,18-May,NABEUL,NABEUL,95924.78,70.0,1370.354
SKHIRA,SSP SUPER SANS PLOMB,SKHIRA,18-May,SFAX,SKHIRA,32853.942,22.0,1493.361
BIZERTE CARBURANT,GASOIL 50,AV MOHAMED 5,18-May,TUNIS,TUNIS VILLE,43851.328,32.0,1370.354
BIZERTE CARBURANT,GASOIL 50,CITE OLYMPIQUE,18-May,TUNIS,CITE ELKHADRA,276811.508,202.0,1370.3539999999998
GOULETTE,GASOIL,MNIHLA,18-May,ARIANA,M'NIHLA,192231.189,171.0,1124.159
BIZERTE CARBURANT,GASOIL,SILIANA,18-May,SILIANA,SILIANA,58456.268,52.0,1124.159
SKHIRA,GASOIL,KSOUR ESSEF 2,18-May,MAHDIA,KSOUR ESSAF,193355.348,172.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,NVLE TATAOUINE,18-May,TATAOUINE,TATAOUINE,19413.693,13.0,1493.361
SKHIRA,GASOIL,NVLE TATAOUINE,18-May,TATAOUINE,TATAOUINE,12365.749,11.0,1124.159
SKHIRA,GASOIL,EL KSOUR,18-Apr,LE KEF,EL KSOUR,20234.862,18.0,1124.159
SKHIRA,GASOIL 50,HAJEB EL AYOUN,18-May,KAIROUAN,HAJEB EL AYOUN,32888.496,24.0,1370.354
BIZERTE CARBURANT,GASOIL 50,KHETMINE,18-May,BIZERTE,KHETMINE,23296.018,17.0,1370.354
BIZERTE CARBURANT,GASOIL 50,Rte de RAOUED,18-May,ARIANA,ARIANA,49332.744,36.0,1370.354
GOULETTE,SSP SUPER SANS PLOMB,TOUZA,18-May,MONASTIR,MOKNINE,5973.444,4.0,1493.361
SKHIRA,SSP SUPER SANS PLOMB,FOUSSANA,18-Dec,KASSERINE,FOUSSANA,17671.851,11.0,1606.531909090909
GOULETTE,GASOIL,HAMMAM LIF,18-May,BEN AROUS,HAMMAM-LIF,91056.879,81.0,1124.159
GOULETTE,SSP SUPER SANS PLOMB,LE SERS,18-Nov,LE KEF,LE SERS,22495.298,14.0,1606.807
BIZERTE CARBURANT,GASOIL,EL MRAZKA,18-Apr,NABEUL,HAMMAMET,4496.636,4.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,BOUJARBOU,18-May,SFAX,BOUJARBOU,5973.444,4.0,1493.361
SKHIRA,GASOIL 50,HAZOUA,18-May,TOZEUR,HASOUA,8222.124,6.0,1370.354
SKHIRA,GASOIL,SFAX GP1,18-May,SFAX,SFAX,230452.595,205.0,1124.159
ZARZIS,SSP SUPER SANS PLOMB,BEN GUERDANE,18-Apr,MEDENINE,BEN GUERDENE,4480.083,3.0,1493.361
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,18-May,NABEUL,EL HAOUARIA,77654.772,52.0,1493.361
BIZERTE CARBURANT,GASOIL 50,MSAKEN,18-May,SOUSSE,M'SAKEN,52073.452,38.0,1370.354
ZARZIS,GASOIL 50,JORF JERBA,18-May,MEDENINE,JORF,31518.142,23.0,1370.354
BIZERTE CARBURANT,GASOIL 50,SOUSSE MED  ALI,18-May,SOUSSE,SOUSSE,61665.93,45.0,1370.354
GOULETTE,SSP SUPER SANS PLOMB,KAIROUAN,18-Aug,KAIROUAN,KAIROUAN,60699.054,39.0,1556.386
SKHIRA,SSP SUPER SANS PLOMB,GABES VILLE,18-May,GABES,GABES,28373.859,19.0,1493.361
SKHIRA,GASOIL,METLAOUI,18-May,GAFSA,METLAOUI,156258.101,139.0,1124.159
SKHIRA,GASOIL,SOUSSE REPUB,18-Nov,SOUSSE,SOUSSE,7541.418,6.0,1256.903
GOULETTE,GASOIL,GAFSA Rte DE TOZ.,18-Dec,GAFSA,GAFSA,25138.06,20.0,1256.903
GOULETTE,SSP SUPER SANS PLOMB,DAHMANI,18-May,LE KEF,DAHMANI,8960.166,6.0,1493.361
SKHIRA,GASOIL 50,S. LAHED .S,18-Jul,SOUSSE,SOUSSE,25861.068,18.0,1436.726
SKHIRA,GASOIL,EL JEM PK192,18-Jul,MAHDIA,EL JEM,141673.189,119.0,1190.5310000000002
SKHIRA,SSP SUPER SANS PLOMB,EL KANTRA,18-Dec,MEDENINE,EL KANTRA,57816.305,36.0,1606.0084722222225
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,18-May,SILIANA,BOUARADA,13440.249,9.0,1493.361
BIZERTE CARBURANT,GASOIL,DOUALA,18-May,NABEUL,DOUALA,4496.636,4.0,1124.159
BIZERTE CARBURANT,GASOIL 50,KORBA,18-May,NABEUL,KORBA,84961.948,62.0,1370.354
SKHIRA,GASOIL,C.B.Ammar,18-May,ARIANA,CEBALET B AMMAR,13489.908,12.0,1124.159
SKHIRA,GASOIL,SBEITLA,18-May,KASSERINE,SBEITLA,46090.519,41.0,1124.159
SKHIRA,GASOIL,H.ZRIBA,18-May,ZAGHOUAN,HAMMAM ZRIBA,125681.808,112.0,1122.159
SKHIRA,SSP SUPER SANS PLOMB,SBEITLA,18-May,KASSERINE,SBEITLA,34347.303,23.0,1493.361
SKHIRA,SSP SUPER SANS PLOMB,NAFTA,18-May,TOZEUR,NEFTA,17920.332,12.0,1493.361
SKHIRA,GASOIL 50,NAFTA,18-May,TOZEUR,NEFTA,13703.54,10.0,1370.354
SKHIRA,GASOIL 50,CITE EL HABIB - SFAX GPL,18-May,SFAX,SFAX,49332.744,36.0,1370.354
SKHIRA,SSP SUPER SANS PLOMB,TATAOUINE,18-May,TATAOUINE,TATAOUINE,7466.805,5.0,1493.361
SKHIRA,SSP SUPER SANS PLOMB,TAHLA,18-Apr,KASSERINE,THALA,5973.444,4.0,1493.361
SKHIRA,SSP SUPER SANS PLOMB,BOUARADA,18-May,SILIANA,BOUARADA,5973.444,4.0,1493.361
GOULETTE,GASOIL,TABARKA,18-May,JENDOUBA,TABARKA,15738.226,14.0,1124.159
BIZERTE CARBURANT,GASOIL 50,ZARZOUNA,18-Dec,BIZERTE,ZARZOUNA,72979.025,49.0,1489.367857142857
BIZERTE CARBURANT,GASOIL 50,ENNASR ARIANA,18-Dec,ARIANA,ENNASR,199575.748,134.0,1489.3712537313431
BIZERTE CARBURANT,GASOIL 50,EL MRAZKA,18-Dec,NABEUL,HAMMAMET,75957.078,51.0,1489.3544705882352
SKHIRA,SSP SUPER SANS PLOMB,GROMBALIA,18-Dec,NABEUL,GROMBALIA,41776.982,26.0,1606.8070000000002
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KORBA,18-May,NABEUL,KORBA,14933.61,10.0,1493.361
SKHIRA,GASOIL 50,EL JEM,18-Sep,MAHDIA,EL JEM,154729.204,104.0,1487.7808076923077
SKHIRA,GASOIL,EL JEM,18-Sep,MAHDIA,EL JEM,1007434.693,803.0,1254.5886587795765
SKHIRA,SSP SUPER SANS PLOMB,EL JEM,18-Sep,MAHDIA,EL JEM,195627.086,122.0,1603.5007049180329
GOULETTE,SSP SUPER SANS PLOMB,GROMBALIA,18-Dec,NABEUL,GROMBALIA,197569.176,123.0,1606.253463414634
SKHIRA,SSP SUPER SANS PLOMB,SFAX GP1,18-Dec,SFAX,SFAX,161969.663,97.0,1669.7903402061856
SKHIRA,GASOIL 50,GAFSA,18-Sep,GAFSA,GAFSA,126369.47,85.0,1486.6996470588235
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SLOUGUIA,18-Dec,BEJA,SLOUGUIA,16068.07,10.0,1606.807
GOULETTE,GASOIL,BERGES DU LAC,18-Dec,TUNIS,TUNIS VILLE,250031.303,199.0,1256.4387085427136
SKHIRA,GASOIL 50,BORJ CEDRIA,18-May,BEN AROUS,BORJ CEDRIA,8222.124,6.0,1370.354
SKHIRA,GASOIL 50,TEBOULBOU,18-Dec,GABES,TEBOULBOU,122122.475,82.0,1489.2984756097562
GOULETTE,GASOIL,SFAX TENIOUR,18-Dec,SFAX,SFAX,46505.411,37.0,1256.903
GOULETTE,GASOIL,MSAKEN,18-Dec,SOUSSE,M'SAKEN,517627.388,412.0,1256.3771553398058
BIZERTE CARBURANT,GASOIL 50,EL MOUROUJ,18-Dec,BEN AROUS,BIR EL KASSAA,116171.148,78.0,1489.3736923076924
GOULETTE,GASOIL,C.B.Ammar,18-Dec,ARIANA,CEBALET B AMMAR,307793.086,245.0,1256.2983102040816
SKHIRA,GASOIL,EL BDERNA,18-May,SFAX,EL AMRA,8993.272,8.0,1124.159
GOULETTE,GASOIL,SOUASSI,18-Dec,MAHDIA,SOUASSI,51533.023,41.0,1256.903
BIZERTE CARBURANT,GASOIL 50,AV. HEDI SAIDI,18-Dec,TUNIS,TUNIS VILLE,41697.521,28.0,1489.1971785714286
SKHIRA,SSP SUPER SANS PLOMB,FOUCHANA,18-Apr,BEN AROUS,FOUCHANA,4480.083,3.0,1493.361
GOULETTE,SSP SUPER SANS PLOMB,SIDI BENNOUR,18-Dec,MONASTIR,SIDI BEN NOUR,89938.828,56.0,1606.0504999999998
GOULETTE,SSP SUPER SANS PLOMB,ENNADHOUR,18-Dec,ZAGHOUAN,NADOUR,46580.76,29.0,1606.233103448276
BIZERTE CARBURANT,GASOIL 50,MOKNINE,18-Dec,MONASTIR,MOKNINE,35739.822,24.0,1489.15925
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,19-Jan,BIZERTE,KHETMINE,36921.762,23.0,1605.294
SKHIRA,GASOIL 50,GHANNOUCH,18-Dec,GABES,GHANNOUCHE,8935.752,6.0,1489.292
GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,18-Dec,ARIANA,RAOUED,155813.376,97.0,1606.3234639175255
SKHIRA,GASOIL 50,GOULETTE,19-Jan,TUNIS,LA GOULETTE,20835.22,14.0,1488.23
SKHIRA,GASOIL 50,SORTIE SUD Z4,19-Jan,TUNIS,TUNIS VILLE,47623.36,32.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,ENTREE SUD,19-Jan,TUNIS,KABARIA,130028.814,81.0,1605.294
ZARZIS,GASOIL,REMADA,18-Dec,TATAOUINE,REMADA,22624.254,18.0,1256.903
SKHIRA,GASOIL 50,JEMMAL,18-Dec,MONASTIR,JAMMEL,14898.23,10.0,1489.823
SKHIRA,GASOIL 50,EL FAOUR,18-Dec,KEBILI,ELFAOUAR,26807.256,18.0,1489.292
BIZERTE CARBURANT,GASOIL 50,Rte de RAOUED,18-Dec,ARIANA,ARIANA,58085.574,39.0,1489.3736923076924
SKHIRA,GASOIL,DEN DEN ,19-Jan,MANOUBA,DENDEN,12553.1,10.0,1255.31
SKHIRA,GASOIL 50,GHRAIBA,18-Dec,SFAX,GHREIBA,17873.097,12.0,1489.42475
SKHIRA,GASOIL 50,EL HAMMA,18-Dec,GABES,EL HAMMA,69996.193,47.0,1489.2807021276597
SKHIRA,SSP SUPER SANS PLOMB,KEBILI,19-Jan,KEBILI,KEBILI,93107.052,58.0,1605.294
SKHIRA,GASOIL,OUEDHREF,19-Jan,GABES,OUEDHREF,69042.05,55.0,1255.31
GOULETTE,GASOIL,SOLIMAN,18-Dec,NABEUL,SOLIMAN,17591.863,14.0,1256.561642857143
SKHIRA,GASOIL 50,CITE EL MOEZ  SFAX,19-Jan,SFAX,SFAX,37205.75,25.0,1488.23
SKHIRA,GASOIL 50,SFAX TENIOUR,19-Jan,SFAX,SFAX,71435.04,48.0,1488.2299999999998
BIZERTE CARBURANT,GASOIL,SIDI BENNOUR,18-Dec,MONASTIR,SIDI BEN NOUR,25138.06,20.0,1256.903
ZARZIS,GASOIL,SIDI BOUZID,18-Dec,SIDI BOUZID,SIDI BOUZID,22624.254,18.0,1256.903
GOULETTE,APS AGILIX PREMIUM ESS.,ARIANA,18-Dec,ARIANA,ARIANA,12247.648,7.0,1749.664
SKHIRA,SSP SUPER SANS PLOMB,DEGACHE,18-Jul,TOZEUR,DEGACHE,10894.702,7.0,1556.386
SKHIRA,GASOIL 50,CITE EL HABIB - SFAX GPL,19-Jan,SFAX,SFAX,55064.51,37.0,1488.23
SKHIRA,GASOIL,M. CHAKER,19-Feb,SFAX,MENZEL CHAKER,164445.61,131.0,1255.31
SKHIRA,GASOIL,KERKENNAH,19-Jan,SFAX,KERKENAH,174488.09,139.0,1255.31
SKHIRA,GASOIL,SIDI ALOUENE,19-Jan,MAHDIA,SIDI ALOUANE,153147.82,122.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,SIDI ALOUENE,19-Jan,MAHDIA,SIDI ALOUANE,75448.818,47.0,1605.294
SKHIRA,GASOIL,HAZOUA,18-Dec,TOZEUR,HASOUA,55294.174,44.0,1256.6857727272727
SKHIRA,SSP SUPER SANS PLOMB,SOUSSE MED  ALI,18-Dec,SOUSSE,SOUSSE,59451.859,37.0,1606.807
SKHIRA,GASOIL,EL MOUROUJ 3,18-Dec,BEN AROUS,BIR EL KASSAA,12569.03,10.0,1256.903
BIZERTE CARBURANT,GASOIL,GHAR EL MELH,18-Dec,BIZERTE,GHAR EL MELEH,36432.664,29.0,1256.2987586206896
SKHIRA,SSP SUPER SANS PLOMB,KAIROUAN,18-Dec,KAIROUAN,KAIROUAN,25708.912,16.0,1606.807
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ARIANA,18-Dec,ARIANA,ARIANA,8034.035,5.0,1606.807
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AV.BOUGATFA,18-Dec,TUNIS,LE BARDO,11247.649,7.0,1606.807
GOULETTE,SSP SUPER SANS PLOMB,ENTREE SUD,19-Feb,TUNIS,KABARIA,470351.142,293.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF 2,19-Jan,MAHDIA,KSOUR ESSAF,83475.288,52.0,1605.294
ZARZIS,SSP SUPER SANS PLOMB,HASSI AMOR,18-Dec,MEDENINE,HASSI AMOR,12854.456,8.0,1606.807
BIZERTE CARBURANT,GASOIL 50,EL AOUINA,18-Nov,TUNIS,EL AOUINA,169839.822,114.0,1489.823
BIZERTE CARBURANT,GASOIL 50,GAMMARTH,18-Nov,TUNIS,GAMMARTH,128124.778,86.0,1489.823
SKHIRA,GASOIL,BEN GUERDANE,18-Dec,MEDENINE,BEN GUERDENE,62795.767,50.0,1255.91534
SKHIRA,GASOIL,OULED HAFFOUZ,19-Jan,SIDI BOUZID,OULED HAFFOUZ,100424.8,80.0,1255.31
GOULETTE,GASOIL,M. HAYET PK156,19-Jan,MONASTIR,MENZEL EL HAYET,176998.71,141.0,1255.31
SKHIRA,GASOIL,BORJ CEDRIA,18-Dec,BEN AROUS,BORJ CEDRIA,43991.605,35.0,1256.903
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,SOUSSE MED  ALI,18-Dec,SOUSSE,SOUSSE,20995.968,12.0,1749.664
GOULETTE,SSP SUPER SANS PLOMB,BIR EL KASSA,19-Jan,BEN AROUS,BIR EL KASSAA,271294.686,169.0,1605.294
SKHIRA,GASOIL,EL HAMMA,19-Jan,GABES,EL HAMMA,202104.91,161.0,1255.31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ZAGHOUAN,18-Dec,ZAGHOUAN,ZAGHOUAN,16068.07,10.0,1606.807
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,EL AOUINA,18-Jul,TUNIS,EL AOUINA,5097.732,3.0,1699.244
BIZERTE CARBURANT,GASOIL 50,B.A.B KHELIFA,19-Jan,SFAX,BIR ALI BEN KHELIFA,8929.38,6.0,1488.2299999999998
BIZERTE CARBURANT,GASOIL 50,SIDI BENNOUR,19-Jan,MONASTIR,SIDI BEN NOUR,11905.84,8.0,1488.23
BIZERTE CARBURANT,GASOIL 50,BERGES DU LAC,19-Jan,TUNIS,TUNIS VILLE,276810.78,186.0,1488.2300000000002
BIZERTE CARBURANT,GASOIL 50,KSAR HELAL,19-Jan,MONASTIR,KSAR HELLAL,37205.75,25.0,1488.23
SKHIRA,GASOIL 50,JORF JERBA,19-Jan,MEDENINE,JORF,23811.68,16.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,SBEITLA,19-Jan,KASSERINE,SBEITLA,25684.704,16.0,1605.294
SKHIRA,GASOIL 50,FOUSSANA,19-Jan,KASSERINE,FOUSSANA,17858.76,12.0,1488.2299999999998
BIZERTE CARBURANT,GASOIL,GAMMARTH,18-Dec,TUNIS,GAMMARTH,16339.739,13.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,DJEBEL JELLOUD,18-Dec,TUNIS,JEBEL JELLOUD,27315.719,17.0,1606.807
SKHIRA,GASOIL 50,EL BDERNA,19-Jan,SFAX,EL BDARNA,53576.28,36.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,NAFTA,19-Jan,TOZEUR,NEFTA,12842.352,8.0,1605.294
SKHIRA,GASOIL,Rte SIDI MANSOUR,19-Jan,SFAX,SFAX,70297.36,56.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,HOUMT SOUK,19-Jan,MEDENINE,HOUMT SOUK,78659.406,49.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,M. CHAKER,18-Dec,SFAX,MENZEL CHAKER,33727.817,21.0,1606.086523809524
SKHIRA,GASOIL,BOUMHEL,19-Jan,BEN AROUS,BOUMHAL,25106.2,20.0,1255.31
SKHIRA,GASOIL 50,DOUZ*,19-Jan,KEBILI,DOUZ,11905.84,8.0,1488.23
ZARZIS,GASOIL,KETTANA,18-Dec,GABES,KETTANA,26394.963,21.0,1256.903
BIZERTE CARBURANT,GASOIL 50,DOUZ*,19-Jan,KEBILI,DOUZ,5952.92,4.0,1488.23
BIZERTE CARBURANT,GASOIL 50,TOZEUR VILLE,19-Jan,TOZEUR,TOZEUR,16370.53,11.0,1488.23
SKHIRA,GASOIL 50,MORNAG,18-Dec,BEN AROUS,MORNAG,7449.115,5.0,1489.823
BIZERTE CARBURANT,GASOIL 50,KALAA EL KEBIRA,18-Jul,SOUSSE,KALAA KBIRA,74709.752,52.0,1436.726
GOULETTE,GASOIL,KALAA EL KEBIRA,19-Jan,SOUSSE,KALAA KBIRA,527230.2,420.0,1255.31
GOULETTE,GASOIL,M.BOUZAIENE,19-Jan,SIDI BOUZID,MENZEL BOUZAIENE,18829.65,15.0,1255.3100000000002
SKHIRA,SSP SUPER SANS PLOMB,MOKNINE,18-Jul,MONASTIR,MOKNINE,146300.284,94.0,1556.3860000000002
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,ZARZOUNA,18-Jul,BIZERTE,ZARZOUNA,196104.636,126.0,1556.386
GOULETTE,SSP SUPER SANS PLOMB,SORTIE SUD Z4,18-Jul,TUNIS,TUNIS VILLE,958733.776,616.0,1556.386
SKHIRA,GASOIL,DEGACHE,18-Jul,TOZEUR,DEGACHE,55954.957,47.0,1190.531
GOULETTE,GASOIL,EL MRAZKA,19-Feb,NABEUL,HAMMAMET,112977.9,90.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,EL MRAZKA,19-Feb,NABEUL,HAMMAMET,155713.518,97.0,1605.294
SKHIRA,GASOIL,KETTANA,18-Jul,GABES,KETTANA,64288.674,54.0,1190.531
SKHIRA,GASOIL,SIDI BENNOUR,18-Jul,MONASTIR,SIDI BEN NOUR,227391.421,191.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,SIDI EL HENI,18-Jul,SOUSSE,SIDI EL HENI,34240.492,22.0,1556.386
GOULETTE,GASOIL,BERGES DU LAC,18-Jul,TUNIS,TUNIS VILLE,239296.731,201.0,1190.531
GOULETTE,GASOIL,BOU SALEM,18-Jul,JENDOUBA,BOUSALEM,627409.837,527.0,1190.5310000000002
GOULETTE,SSP SUPER SANS PLOMB,FOUCHANA,18-Jul,BEN AROUS,FOUCHANA,191435.478,123.0,1556.386
GOULETTE,GASOIL,SORTIE SUD Z4,18-Jul,TUNIS,TUNIS VILLE,341682.397,287.0,1190.531
BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,NABEUL,18-Jul,NABEUL,NABEUL,6313.276,4.0,1578.319
SKHIRA,GASOIL,M. HACHED,18-Dec,MAHDIA,MENZEL HACHED,64067.007,51.0,1256.2158235294116
SKHIRA,GASOIL 50,EL JEM,18-Jul,MAHDIA,EL JEM,165223.49,115.0,1436.726
GOULETTE,GASOIL,HAMMAM LIF,18-Jul,BEN AROUS,HAMMAM-LIF,119053.1,100.0,1190.531
BIZERTE CARBURANT,GASOIL 50,ZARZOUNA,18-Jul,BIZERTE,ZARZOUNA,66089.396,46.0,1436.726
GOULETTE,GASOIL,AV REPUBLIQUE,18-Jul,TUNIS,TUNIS VILLE,167864.871,141.0,1190.5310000000002
SKHIRA,SSP SUPER SANS PLOMB,EL JEM PK192,19-Jan,MAHDIA,EL JEM,113975.874,71.0,1605.294
GOULETTE,GASOIL,MEDJEZ EL BAB,19-May,BEJA,MEDJEZ EL BAB,274636.316,206.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,TOZEUR VILLE,19-Jan,TOZEUR,TOZEUR,33711.174,21.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,BOUARGOUB,19-Feb,NABEUL,BOUARGOUB,118791.756,74.0,1605.294
BIZERTE CARBURANT,GASOIL 50,BOUARADA,18-Aug,SILIANA,BOUARADA,22987.616,16.0,1436.726
GOULETTE,GASOIL,BEN AROUS MC 34,19-Jan,BEN AROUS,BEN AROUS,278678.82,222.0,1255.31
ZARZIS,SSP SUPER SANS PLOMB,HOUMT SOUK,19-Feb,MEDENINE,HOUMT SOUK,102738.816,64.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,KANTAOUI,19-Feb,SOUSSE,HAMMAM SOUSSE,248820.57,155.0,1605.294
ZARZIS,GASOIL 50,HOUMT SOUK,19-Feb,MEDENINE,HOUMT SOUK,58040.97,39.0,1488.23
GOULETTE,SSP SUPER SANS PLOMB,MORNAG,19-Jan,BEN AROUS,MORNAG,199056.456,124.0,1605.294
GOULETTE,GASOIL,SIDI BOUZID,19-Jan,SIDI BOUZID,SIDI BOUZID,46446.47,37.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,AV REPUBLIQUE,19-Jan,TUNIS,TUNIS VILLE,248820.57,155.0,1605.294
SKHIRA,GASOIL 50,BIR LAHMAR,18-Nov,TATAOUINE,BIR LAHMAR,34265.929,23.0,1489.823
SKHIRA,SSP SUPER SANS PLOMB,HAZOUA,19-Jan,TOZEUR,HASOUA,14447.646,9.0,1605.294
GOULETTE,GASOIL,MOKNINE,19-Jan,MONASTIR,MOKNINE,227211.11,181.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,SIDI SMAIL,19-Jan,BEJA,SIDI SMAIL,20868.822,13.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,KORBA,19-Jan,NABEUL,KORBA,146081.754,91.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,JORF JERBA,19-Jan,MEDENINE,JORF,12842.352,8.0,1605.294
BIZERTE CARBURANT,GASOIL 50,JENDOUBA GP17,18-Aug,JENDOUBA,JENDOUBA,27297.794,19.0,1436.726
BIZERTE CARBURANT,GASOIL 50,SOUSSE MED  ALI,18-Jul,SOUSSE,SOUSSE,50285.41,35.0,1436.726
SKHIRA,GASOIL,BEN AOUN,18-Jul,SIDI BOUZID,BEN AOUN,17857.965,15.0,1190.531
GOULETTE,SSP SUPER SANS PLOMB,GOULETTE,19-Jan,TUNIS,LA GOULETTE,126818.226,79.0,1605.294
GOULETTE,GASOIL,DAHMANI,18-Jul,LE KEF,DAHMANI,122624.693,103.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,NASRALLAH,18-Jul,KAIROUAN,SIDI ALI BEN NASRALL,15563.86,10.0,1556.386
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,TABARKA,18-Jul,JENDOUBA,TABARKA,52917.124,34.0,1556.3860000000002
SKHIRA,GASOIL 50,DOUZ*,18-Jul,KEBILI,DOUZ,18677.438,13.0,1436.726
SKHIRA,SSP SUPER SANS PLOMB,EL JEM,18-Nov,MAHDIA,EL JEM,130151.367,81.0,1606.807
SKHIRA,GASOIL,M.BOUZAIENE,18-Jul,SIDI BOUZID,MENZEL BOUZAIENE,75003.453,63.0,1190.531
BIZERTE CARBURANT,GASOIL 50,SAHLOUL,18-Nov,SOUSSE,SOUSSE,132594.247,89.0,1489.823
GOULETTE,GASOIL,SOLIMAN,18-Jul,NABEUL,SOLIMAN,47621.24,40.0,1190.531
GOULETTE,GASOIL,H.ZRIBA,18-Jul,ZAGHOUAN,HAMMAM ZRIBA,149754.906,126.0,1188.531
GOULETTE,GASOIL,BEN AROUS,18-Jul,BEN AROUS,BEN AROUS,64288.674,54.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,EL GUETAR,19-Jan,GAFSA,EL GUETAR,52974.702,33.0,1605.294
BIZERTE CARBURANT,GASOIL,BIZERTE,18-Aug,BIZERTE,BIZERTE,92861.418,78.0,1190.5310000000002
BIZERTE CARBURANT,GASOIL 50,SLOUGUIA,18-Aug,BEJA,SLOUGUIA,37354.876,26.0,1436.726
ZARZIS,GASOIL 50,JORF JERBA,18-Aug,MEDENINE,JORF,53158.862,37.0,1436.726
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,M.DAR BEL OUER,18-Aug,SOUSSE,MENZEL DAR BEL OUAER,10894.702,7.0,1556.386
BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,SORTIE SUD Z4,19-Jan,TUNIS,TUNIS VILLE,29365.488,18.0,1631.4160000000002
GOULETTE,SSP SUPER SANS PLOMB,HASSI AMOR,19-Jan,MEDENINE,HASSI AMOR,6421.176,4.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,KONDAR,19-Jan,SOUSSE,KONDAR,16052.94,10.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ 3,18-Jul,BEN AROUS,BIR EL KASSAA,154082.214,99.0,1556.386
BIZERTE CARBURANT,GASOIL,SIDI SMAIL,18-Dec,BEJA,SIDI SMAIL,16339.739,13.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,HERGLA,18-Jul,SOUSSE,HERGLA,31127.72,20.0,1556.386
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,AV.BOUGATFA,18-Jul,TUNIS,LE BARDO,23789.416,14.0,1699.244
BIZERTE CARBURANT,GASOIL 50,HERGLA,18-Jul,SOUSSE,HERGLA,66089.396,46.0,1436.726
GOULETTE,SSP SUPER SANS PLOMB,SBIBA,18-Jul,KASSERINE,SBIBA,3112.772,2.0,1556.386
