NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
BIZERTE CARBURANT,GASOIL,SBIBA,18-Jun,KASSERINE,SBIBA,6744.954,6.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF,18-Jun,MAHDIA,KSOUR ESSAF,2986.722,2.0,1493.361
SKHIRA,GASOIL,S. LAHED .K,18-Jun,KEBILI,SOUK LAHAD,87821.311,77.0,1140.5365064935063
BIZERTE CARBURANT,GASOIL,GUEBELLAT,18-Jun,BEJA,GOUBELLAT,11241.59,10.0,1124.159
BIZERTE CARBURANT,GASOIL,TOUZA,18-Jun,MONASTIR,TOUZA,4496.636,4.0,1124.159
BIZERTE CARBURANT,GASOIL 50,BORJ CEDRIA,18-Jun,BEN AROUS,BORJ CEDRIA,11493.808,8.0,1436.726
SKHIRA,GASOIL 50,M. HACHED,18-Jun,MAHDIA,MENZEL HACHED,11161.948,8.0,1395.2435
BIZERTE CARBURANT,GASOIL,SIDI EL HENI,18-Dec,SOUSSE,SIDI EL HENI,5027.612,4.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,ARIANA,18-Dec,ARIANA,ARIANA,64272.28,40.0,1606.807
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,M. HAYET PK156,18-Oct,MONASTIR,MENZEL EL HAYET,9640.842,6.0,1606.807
SKHIRA,SSP SUPER SANS PLOMB,MAAMOURA,18-Jun,NABEUL,MAAMOURA,5973.444,4.0,1493.361
SKHIRA,GASOIL 50,BIR MCHERGA,18-Dec,ZAGHOUAN,BIR MCHERGUA,10428.761,7.0,1489.823
SKHIRA,SSP SUPER SANS PLOMB,DOUALA,18-Dec,NABEUL,DOUALA,9640.842,6.0,1606.807
SKHIRA,GASOIL 50,SAHLOUL,18-Dec,SOUSSE,SOUSSE,10422.389,7.0,1488.9127142857142
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,EL MRAZKA,18-Jun,NABEUL,HAMMAMET,5973.444,4.0,1493.361
ZARZIS,SSP SUPER SANS PLOMB,TOZEUR VILLE,18-Nov,TOZEUR,TOZEUR,9640.842,6.0,1606.807
ZARZIS,GASOIL 50,TOZEUR VILLE,18-Nov,TOZEUR,TOZEUR,5959.292,4.0,1489.823
ZARZIS,SSP SUPER SANS PLOMB,Rte DE L'AEROPORT KM 9 ,18-Nov,SFAX,SFAX,4820.421,3.0,1606.807
GOULETTE,GASOIL,EL HANCHA,18-Dec,SFAX,HENCHA,13825.933,11.0,1256.903
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ZARZOUNA,19-Jan,BIZERTE,ZARZOUNA,6998.656,4.0,1749.664
GOULETTE,GASOIL,Rte SIDI MANSOUR,18-Dec,SFAX,SFAX,18853.545,15.0,1256.9029999999998
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,BERGES DU LAC,18-Dec,TUNIS,TUNIS VILLE,17496.64,10.0,1749.664
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AV MOHAMED 5,18-Dec,TUNIS,TUNIS VILLE,43383.789,27.0,1606.8069999999998
BIZERTE CARBURANT,GASOIL,KSAR SAID,18-Dec,TUNIS,KSAR SAID,6284.515,5.0,1256.903
GOULETTE,APS AGILIX PREMIUM ESS.,KANTAOUI,18-Dec,SOUSSE,HAMMAM SOUSSE,5248.992,3.0,1749.664
GOULETTE,GASOIL,BOU SALEM,19-Feb,JENDOUBA,BOUSALEM,294997.85,235.0,1255.31
SKHIRA,GASOIL,MEKNASSY,18-Dec,SIDI BOUZID,MEKNASSY,20084.96,16.0,1255.31
GOULETTE,GASOIL,BEN AROUS MC 34,19-Feb,BEN AROUS,BEN AROUS,322614.67,257.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,OULED CHAMEKH,19-Jan,MAHDIA,OULED CHAMEKH,8026.47,5.0,1605.294
SKHIRA,GASOIL 50,GROMBALIA,19-Jan,NABEUL,GROMBALIA,7441.15,5.0,1488.23
BIZERTE CARBURANT,GASOIL 50,HOUMT SOUK,19-Jan,MEDENINE,HOUMT SOUK,7441.15,5.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,JEBENIANA,19-Jan,SFAX,JBENIANA,14447.646,9.0,1605.294
SKHIRA,GASOIL,ENNADHOUR,19-Jan,ZAGHOUAN,NADOUR,33893.37,27.0,1255.3100000000002
SKHIRA,GASOIL,BEN AROUS,19-Jan,BEN AROUS,BEN AROUS,13808.41,11.0,1255.31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,AZMOUR,18-Nov,NABEUL,AZMOUR,4820.421,3.0,1606.807
SKHIRA,GASOIL 50,HAMMAM LIF,19-Jan,BEN AROUS,HAMMAM-LIF,7441.15,5.0,1488.23
SKHIRA,GASOIL 50,MORNAG,19-Jan,BEN AROUS,MORNAG,8929.38,6.0,1488.2299999999998
GOULETTE,GASOIL,EL MOUROUJ,19-Feb,BEN AROUS,BIR EL KASSAA,218423.94,174.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ,19-Feb,BEN AROUS,BIR EL KASSAA,329085.27,205.0,1605.294
GOULETTE,GASOIL,BEJA,19-Feb,BEJA,BEJA,267381.03,213.0,1255.3100000000002
GOULETTE,GASOIL,HAMMAM SOUSSE,19-Feb,SOUSSE,HAMMAM SOUSSE,154403.13,123.0,1255.31
BIZERTE CARBURANT,GASOIL 50,MORNAG,19-Feb,BEN AROUS,MORNAG,110129.02,74.0,1488.23
BIZERTE CARBURANT,GASOIL 50,KORBA,19-Feb,NABEUL,KORBA,84829.11,57.0,1488.23
GOULETTE,SSP SUPER SANS PLOMB,PORT DE RADES,19-Feb,BEN AROUS,RADES,44948.232,28.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,SIDI BOUALI,19-May,SOUSSE,SIDI BOU ALI,71846.12,43.0,1670.84
SKHIRA,GASOIL 50,TOZEUR ,19-Feb,TOZEUR,TOZEUR,25299.91,17.0,1488.23
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,MEDJEZ EL BAB,19-Feb,BEJA,MEDJEZ EL BAB,14447.646,9.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,OULED CHAMEKH,19-Feb,MAHDIA,OULED CHAMEKH,59395.878,37.0,1605.294
SKHIRA,GASOIL,KASSERINE,19-Feb,KASSERINE,KASSERINE,171977.47,137.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,MAKTHAR,19-Feb,SILIANA,MAKTHAR,3210.588,2.0,1605.294
SKHIRA,GASOIL,DOUZ*,19-Feb,KEBILI,DOUZ,51467.71,41.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,EL FAOUR,19-Feb,KEBILI,ELFAOUAR,35316.468,22.0,1605.294
SKHIRA,GASOIL 50,SOUK JEDID,19-Feb,SIDI BOUZID,SOUK DJEDID,8929.38,6.0,1488.2299999999998
SKHIRA,GASOIL,Rte DE L'AEROPORT KM 9 ,19-Feb,SFAX,SFAX,133062.86,106.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,DEGACHE,19-Feb,TOZEUR,DEGACHE,14447.646,9.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,SFAX  PIC VILLE,19-Feb,SFAX,SFAX,190810.422,113.0,1688.5878053097344
SKHIRA,GASOIL,EL BATEN,19-Feb,KAIROUAN,EL BATEN,33893.37,27.0,1255.3100000000002
BIZERTE CARBURANT,GASOIL 50,EL FAHS,19-Feb,ZAGHOUAN,EL FAHS,23811.68,16.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,MARETH,19-Feb,GABES,MARETH,57790.584,36.0,1605.294
SKHIRA,GASOIL 50,CITE EL HABIB - SFAX GPL,19-Feb,SFAX,SFAX,62505.66,42.0,1488.23
SKHIRA,GASOIL 50,ESSAIDA,19-Feb,SIDI BOUZID,ESSAIDA,10417.61,7.0,1488.23
SKHIRA,GASOIL,BIR EL KASSA,19-Feb,BEN AROUS,BIR EL KASSAA,2510.62,2.0,1255.31
BIZERTE CARBURANT,GASOIL,EL FAHS,19-Jan,ZAGHOUAN,EL FAHS,6276.55,5.0,1255.31
SKHIRA,GASOIL 50,M. CHAKER,19-Feb,SFAX,MENZEL CHAKER,2976.46,2.0,1488.23
GOULETTE,GASOIL,KAIROUAN,19-Apr,KAIROUAN,KAIROUAN,239973.48,180.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,BERGES DU LAC,19-Feb,TUNIS,TUNIS VILLE,67422.348,42.0,1605.294
GOULETTE,GASOIL 50,TOZOGHRANE,19-May,NABEUL,TOZGRANE,35816.911,23.0,1557.257
SKHIRA,GASOIL 50,SIDI ALOUENE,19-Feb,MAHDIA,SIDI ALOUANE,43158.67,29.0,1488.23
BIZERTE CARBURANT,GASOIL,KAIROUAN,19-Feb,KAIROUAN,KAIROUAN,8787.17,7.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,ARIANA,19-Feb,ARIANA,ARIANA,61001.172,38.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,FOUCHANA,19-May,BEN AROUS,FOUCHANA,193817.44,116.0,1670.84
GOULETTE,GASOIL,SAHLOUL,19-May,SOUSSE,SOUSSE,157315.948,118.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,HERGLA,19-Feb,SOUSSE,HERGLA,62606.466,39.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,SORTIE SUD Z4,19-May,TUNIS,TUNIS VILLE,817040.76,489.0,1670.84
GOULETTE,GASOIL,GRIAAT N. PK29,19-May,BEJA,MEDJEZ EL BAB,141317.716,106.0,1333.186
GOULETTE,GASOIL,ZARZOUNA,19-Feb,BIZERTE,ZARZOUNA,5021.24,4.0,1255.31
GOULETTE,GASOIL 50,S.A. BOUKHTIOUA,19-May,ARIANA,RAOUED,57618.509,37.0,1557.257
GOULETTE,GASOIL 50,GAMMARTH,19-May,TUNIS,GAMMARTH,107450.733,69.0,1557.2569999999998
GOULETTE,GASOIL 50,SIDI BOUSAID,19-May,TUNIS,SIDI BOUSAID,59175.766,38.0,1557.257
GOULETTE,APS AGILIX PREMIUM ESS.,BERGES DU LAC,19-May,TUNIS,TUNIS VILLE,31001.421,17.0,1823.613
GOULETTE,SSP SUPER SANS PLOMB,AMDOUN,19-Feb,BEJA,AMDOUN,16052.94,10.0,1605.294
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S. LAHED .S,19-Feb,SOUSSE,SOUSSE,17658.234,11.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,NABEUL,19-May,NABEUL,NABEUL,257309.36,154.0,1670.84
GOULETTE,GASOIL 50,KANTAOUI,19-May,SOUSSE,HAMMAM SOUSSE,54503.995,35.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,JENDOUBA VILLE,19-May,JENDOUBA,JENDOUBA,131996.36,79.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,H.ZRIBA,19-Apr,ZAGHOUAN,HAMMAM ZRIBA,118487.64,71.0,1668.84
GOULETTE,GASOIL,KHETMINE,19-Feb,BIZERTE,KHETMINE,5021.24,4.0,1255.31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SILIANA,19-Feb,SILIANA,SILIANA,9631.764,6.0,1605.294
GOULETTE,GASOIL,HAMMAM LIF,19-May,BEN AROUS,HAMMAM-LIF,138651.344,104.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,PORT DE SFAX,19-Sep,SFAX,SFAX,105130.557,63.0,1668.739
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUMHEL,19-Feb,BEN AROUS,BOUMHAL,9631.764,6.0,1605.294
SKHIRA,GASOIL 50,OUERDANINE,19-Jan,MONASTIR,EL OUERDANINE,5952.92,4.0,1488.23
GOULETTE,SSP SUPER SANS PLOMB,BOUARGOUB,19-May,NABEUL,BOUARGOUB,101921.24,61.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,BIR EL KASSA,19-Jun,BEN AROUS,BIR EL KASSAA,96549.934,62.0,1557.2569999999998
SKHIRA,SSP SUPER SANS PLOMB,KEBILI,19-Jun,KEBILI,KEBILI,106933.76,64.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,REMADA,19-Sep,TATAOUINE,REMADA,40049.736,24.0,1668.7389999999998
SKHIRA,GAZOIL SANS SOUFRE,REMADA,19-Sep,TATAOUINE,REMADA,15550.44,10.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,REJICHE,19-Jun,MAHDIA,REJICHE,7786.285,5.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,19-Jun,SOUSSE,SOUSSE,130809.588,84.0,1557.257
GOULETTE,GASOIL,GRIAAT N. PK29,19-Apr,BEJA,MEDJEZ EL BAB,154649.576,116.0,1333.186
GOULETTE,GASOIL,KALAA EL KEBIRA,19-Apr,SOUSSE,KALAA KBIRA,613265.56,460.0,1333.186
GOULETTE,GAZOIL SANS SOUFRE,CITE OLYMPIQUE,19-Jun,TUNIS,CITE ELKHADRA,260061.919,167.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,TAHLA,19-Jun,KASSERINE,THALA,17129.827,11.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,EL AOUINA,19-Jun,TUNIS,EL AOUINA,165069.242,106.0,1557.257
GOULETTE,APS AGILIX PREMIUM ESS.,BEN AROUS,19-Jun,BEN AROUS,BEN AROUS,14588.904,8.0,1823.613
GOULETTE,GASOIL,KONDAR,19-Jun,SOUSSE,KONDAR,343961.988,258.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,CITE EL MOEZ  SFAX,19-Jun,SFAX,SFAX,131996.36,79.0,1670.84
SKHIRA,GASOIL,ZARZIS,19-Sep,MEDENINE,ZARZIS,101153.948,76.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,MSAKEN,19-Jun,SOUSSE,M'SAKEN,138679.72,83.0,1670.84
GOULETTE,GASOIL,HAMMAM LIF,19-Jun,BEN AROUS,HAMMAM-LIF,114653.996,86.0,1333.186
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,GHAR EL MELH,19-Jun,BIZERTE,GHAR EL MELEH,66833.6,40.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,AV DE CARTHAGE,19-Jun,TUNIS,TUNIS VILLE,195488.28,117.0,1670.84
ZARZIS,GAZOIL SANS SOUFRE,MEDNINE,19-Jun,MEDENINE,MEDENINE,42045.939,27.0,1557.2569999999998
SKHIRA,GASOIL,EL MRAZKA,19-Feb,NABEUL,HAMMAMET,37659.3,30.0,1255.3100000000002
GOULETTE,GASOIL,KSOUR ESSEF,19-Jun,MAHDIA,KSOUR ESSAF,11998.674,9.0,1333.186
SKHIRA,GAZOIL SANS SOUFRE,Rte SIDI MANSOUR,19-Jun,SFAX,SFAX,49832.224,32.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,JELMA,19-Jun,SIDI BOUZID,JELMA,21801.598,14.0,1557.257
SKHIRA,GASOIL,MOULARES,19-Jun,GAFSA,MOULARES,41328.766,31.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,SKHIRA,19-Jun,SFAX,SKHIRA,45112.68,27.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,KAIROUAN,19-Jun,KAIROUAN,KAIROUAN,46783.52,28.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,H.ZRIBA,19-Jun,ZAGHOUAN,HAMMAM ZRIBA,158539.8,95.0,1668.84
GOULETTE,GASOIL,ROUHIA,19-Jun,SILIANA,ROUHIA,7999.116,6.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,JEMMAL,19-May,MONASTIR,JAMMEL,56808.56,34.0,1670.84
SKHIRA,GASOIL,S. LAHED .K,19-Jun,KEBILI,SOUK LAHAD,37329.208,28.0,1333.186
GOULETTE,GASOIL,SIDI BOUALI,19-Jun,SOUSSE,SIDI BOU ALI,293300.92,220.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,SOUK JEDID,19-Jun,SIDI BOUZID,SOUK DJEDID,28404.28,17.0,1670.84
SKHIRA,GAZOIL SANS SOUFRE,PORT DE SFAX,19-May,SFAX,SFAX,40488.682,26.0,1557.257
SKHIRA,SSP SUPER SANS PLOMB,GAFSA,19-Sep,GAFSA,GAFSA,256985.806,154.0,1668.739
SKHIRA,GASOIL,BIR LAHMAR,19-Apr,TATAOUINE,BIR LAHMAR,117320.368,88.0,1333.186
SKHIRA,GASOIL,MONASTIR,19-May,MONASTIR,MONASTIR,47994.696,36.0,1333.186
SKHIRA,GASOIL,SIDI ALOUENE,19-Sep,MAHDIA,SIDI ALOUANE,155723.841,117.0,1330.973
SKHIRA,GASOIL,M.BOUZAIENE,19-Apr,SIDI BOUZID,MENZEL BOUZAIENE,91989.834,69.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,SFAX TENIOUR,19-Apr,SFAX,SFAX,300751.2,180.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,ENNASR ARIANA,19-Oct,ARIANA,ENNASR,1216510.731,729.0,1668.7389999999998
SKHIRA,GASOIL,AGAREB,19-Apr,SFAX,AGAREB,250638.968,188.0,1333.186
SKHIRA,GAZOIL SANS SOUFRE,BIR LAHMAR,19-May,TATAOUINE,BIR LAHMAR,35816.911,23.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,EZZOUHOUR,19-Oct,TUNIS,EZZOUHOUR,317060.41,190.0,1668.7389999999998
SKHIRA,GAZOIL SANS SOUFRE,TEBOULBOU,19-Sep,GABES,TEBOULBOU,115073.256,74.0,1555.044
SKHIRA,GASOIL,Rte DE L'AEROPORT KM 9 ,19-Apr,SFAX,SFAX,150650.018,113.0,1333.186
SKHIRA,GASOIL,HAJEB EL AYOUN,19-Apr,KAIROUAN,HAJEB EL AYOUN,178646.924,134.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,METLAOUI,19-Sep,GAFSA,METLAOUI,123486.686,74.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,B.A.B KHELIFA,19-Sep,SFAX,BIR ALI BEN KHELIFA,81768.211,49.0,1668.7389999999998
SKHIRA,SSP SUPER SANS PLOMB,EL BDERNA,19-Dec,SFAX,EL BDARNA,101793.079,61.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,EL JEM,19-May,MAHDIA,EL JEM,200500.8,120.0,1670.84
SKHIRA,GAZOIL SANS SOUFRE,EL JEM,19-May,MAHDIA,EL JEM,138595.873,89.0,1557.2569999999998
SKHIRA,SSP SUPER SANS PLOMB,SMAR,19-Apr,TATAOUINE,SMAR,43441.84,26.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,AV MOHAMED 5,19-Oct,TUNIS,TUNIS VILLE,51316.452,33.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,SIDI BOUZID,19-Sep,SIDI BOUZID,SIDI BOUZID,125958.564,81.0,1555.044
SKHIRA,GASOIL,SIDGHEYNE,19-Apr,MEDENINE,HOUMT SOUK,161315.506,121.0,1333.186
GOULETTE,GASOIL,OUESLATIA,19-Apr,KAIROUAN,OUESLATIA,59993.37,45.0,1333.186
SKHIRA,GASOIL,SIDI ALOUENE,19-Apr,MAHDIA,SIDI ALOUANE,191978.784,144.0,1333.186
SKHIRA,GAZOIL SANS SOUFRE,CHEBBA,19-Apr,MAHDIA,CHEBBA,48274.967,31.0,1557.2569999999998
SKHIRA,GASOIL,MELLOULECH,19-Sep,MAHDIA,MELLOULECH,151730.922,114.0,1330.973
GOULETTE,GASOIL,SOLIMAN,19-Apr,NABEUL,SOLIMAN,30663.278,23.0,1333.186
SKHIRA,GAZOIL SANS SOUFRE,KASSERINE,19-Apr,KASSERINE,KASSERINE,70076.565,45.0,1557.257
SKHIRA,GASOIL,JELMA,19-Sep,SIDI BOUZID,JELMA,202307.896,152.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,SBEITLA,19-Sep,KASSERINE,SBEITLA,15550.44,10.0,1555.044
SKHIRA,GASOIL,DEGACHE,19-Sep,TOZEUR,DEGACHE,69210.596,52.0,1330.9730000000002
SKHIRA,SSP SUPER SANS PLOMB,REJICHE,19-Sep,MAHDIA,REJICHE,160198.944,96.0,1668.7389999999998
SKHIRA,GASOIL,KASSERINE,19-Sep,KASSERINE,KASSERINE,162378.706,122.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,EL FAOUR,19-Sep,KEBILI,ELFAOUAR,36712.258,22.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,TATAOUINE,19-Apr,TATAOUINE,TATAOUINE,95237.88,57.0,1670.84
GOULETTE,GASOIL,EL MRAZKA,19-Apr,NABEUL,HAMMAMET,214642.946,161.0,1333.186
SKHIRA,GASOIL,KSOUR ESSEF 2,19-May,MAHDIA,KSOUR ESSAF,195978.342,147.0,1333.186
GERANT POIT DE VENTE,GASOIL,BENI KHALLED,19-Mar,NABEUL,BENI-KHALED,-7595.046,-4.0,1898.7615
SKHIRA,GASOIL,TOZEUR VILLE,19-Dec,TOZEUR,TOZEUR,150399.949,113.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,MARETH,19-Apr,GABES,MARETH,95237.88,57.0,1670.84
SKHIRA,GAZOIL SANS SOUFRE,MARETH,19-Apr,GABES,MARETH,45160.453,29.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,SKHIRA,19-Apr,SFAX,SKHIRA,31145.14,20.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,M. EL HABIB,19-Jun,GABES,MENZEL EL HABIB,20244.341,13.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,GROMBALIA,19-Jun,NABEUL,GROMBALIA,167084.0,100.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,EL GUETAR,19-Apr,GAFSA,EL GUETAR,78529.48,47.0,1670.84
GOULETTE,GASOIL,C.B.Ammar,19-Oct,ARIANA,CEBALET B AMMAR,310116.709,233.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,GOULETTE,19-Oct,TUNIS,LA GOULETTE,211929.853,127.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,BOUARGOUB,19-Jun,NABEUL,BOUARGOUB,40488.682,26.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,OULED HAFFOUZ,19-Apr,SIDI BOUZID,OULED HAFFOUZ,14015.313,9.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,MORNAG,19-Oct,BEN AROUS,MORNAG,132178.74,85.0,1555.044
SKHIRA,GASOIL,TOUZA,19-May,MONASTIR,TOUZA,110654.438,83.0,1333.186
GOULETTE,GASOIL,TOZOGHRANE,19-Oct,NABEUL,TOZGRANE,303461.844,228.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,NAFTA,19-Sep,TOZEUR,NEFTA,26435.748,17.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,HAZOUA,19-Apr,TOZEUR,HASOUA,17129.827,11.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,EL MOUROUJ 3,19-Jun,BEN AROUS,BIR EL KASSAA,82534.621,53.0,1557.257
SKHIRA,APS AGILIX PREMIUM ESS.,EL JEM,19-Apr,MAHDIA,EL JEM,7294.452,4.0,1823.613
SKHIRA,GAZOIL SANS SOUFRE,TOZEUR VILLE,19-May,TOZEUR,TOZEUR,71633.822,46.0,1557.257
SKHIRA,SSP SUPER SANS PLOMB,M.BOUZAIENE,19-Sep,SIDI BOUZID,MENZEL BOUZAIENE,23362.346,14.0,1668.739
SKHIRA,GAZOIL SANS SOUFRE,ZARZIS,19-Dec,MEDENINE,ZARZIS,62201.76,40.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,GAFSA,19-May,GAFSA,GAFSA,124580.56,80.0,1557.257
SKHIRA,SSP SUPER SANS PLOMB,KEBILI,19-May,KEBILI,KEBILI,113617.12,68.0,1670.84
GOULETTE,APS AGILIX PREMIUM ESS.,SOUSSE MED  ALI,19-Apr,SOUSSE,SOUSSE,10941.678,6.0,1823.613
SKHIRA,SSP SUPER SANS PLOMB,SOUSSE REPUB,19-Sep,SOUSSE,SOUSSE,20024.868,12.0,1668.7389999999998
GOULETTE,SSP SUPER SANS PLOMB,BEJA,19-Oct,BEJA,BEJA,86774.428,52.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,M. HAYET PK156,19-Oct,MONASTIR,MENZEL EL HAYET,211929.853,127.0,1668.739
SKHIRA,GASOIL,SOUSSE REPUB,19-May,SOUSSE,SOUSSE,13331.86,10.0,1333.186
SKHIRA,GAZOIL SANS SOUFRE,CHEBBA,19-Sep,MAHDIA,CHEBBA,49761.408,32.0,1555.044
SKHIRA,SSP SUPER SANS PLOMB,SMAR,19-Sep,TATAOUINE,SMAR,20024.868,12.0,1668.7389999999998
GOULETTE,GASOIL,EL MOUROUJ,19-Oct,BEN AROUS,BIR EL KASSAA,310116.709,233.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,MONASTIR,19-Oct,MONASTIR,MONASTIR,130623.696,84.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,AV REPUBLIQUE,19-Oct,TUNIS,TUNIS VILLE,395491.143,237.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,BEN GUERDANE,19-May,MEDENINE,BEN GUERDENE,46783.52,28.0,1670.84
SKHIRA,APG AGILIX PREMIUM GAS.,GABES GP1,19-Apr,GABES,GABES,3418.584,2.0,1709.292
SKHIRA,APS AGILIX PREMIUM ESS.,GABES GP1,19-Apr,GABES,GABES,10941.678,6.0,1823.613
SKHIRA,GAZOIL SANS SOUFRE,DOUZ*,19-Sep,KEBILI,DOUZ,10885.308,7.0,1555.044
GOULETTE,GASOIL,DAHMANI,19-Oct,LE KEF,DAHMANI,117125.624,88.0,1330.973
SKHIRA,GASOIL,TAHLA,19-May,KASSERINE,THALA,49327.882,37.0,1333.186
GOULETTE,GASOIL 50,S. LAHED .S,19-Apr,SOUSSE,SOUSSE,48274.967,31.0,1557.2569999999998
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BIZERTE,19-Sep,BIZERTE,BIZERTE,94857.684,61.0,1555.044
GOULETTE,GASOIL,EL MOUROUJ 3,19-Jun,BEN AROUS,EL MOUROUJ,19997.79,15.0,1333.186
SKHIRA,APG AGILIX PREMIUM GAS.,MONASTIR,19-Jun,MONASTIR,MONASTIR,10255.752,6.0,1709.292
SKHIRA,GAZOIL SANS SOUFRE,MOKNINE,19-Jun,MONASTIR,MOKNINE,34259.654,22.0,1557.257
GOULETTE,GAZOIL SANS SOUFRE,BEN AROUS MC 34,19-Sep,BEN AROUS,BEN AROUS,124403.52,80.0,1555.044
GOULETTE,GASOIL,M. CHAKER,19-Jun,SFAX,MENZEL CHAKER,27996.906,21.0,1333.186
GOULETTE,GASOIL,REGUEB,19-Jun,SIDI BOUZID,ERREGUEB,17331.418,13.0,1333.186
GOULETTE,GASOIL,DAR ALLOUCHE,19-Oct,NABEUL,DAR ALLOUCHE,18633.622,14.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,DAR ALLOUCHE,19-Oct,NABEUL,DAR ALLOUCHE,18356.129,11.0,1668.739
GOULETTE,GASOIL 50,SIDI BOUSAID,19-Apr,TUNIS,SIDI BOUSAID,76305.593,49.0,1557.2569999999998
GOULETTE,GASOIL,EL BATEN,19-Jun,KAIROUAN,EL BATEN,218642.504,164.0,1333.186
GOULETTE,GASOIL,OUERDANINE,19-Apr,MONASTIR,EL OUERDANINE,58660.184,44.0,1333.186
GOULETTE,GASOIL,S. LAHED .K,19-Jun,KEBILI,OUM ESSOUMAA,27996.906,21.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,PORT DE RADES,19-May,BEN AROUS,RADES,80200.32,48.0,1670.84
